timestamp,value,trend,seasonal_amplitude,seasonal_component
30,-0.07675872532397698,0.3,1.7362491053693558,-1.0205416184421068
31,-0.683349326298863,0.31,1.759558191043602,-1.2045004673920159
32,-0.9324227017297082,0.32,1.7827473336744049,-1.373630429119358
33,-1.0431295778671943,0.33,1.8058128714273254,-1.524698235577071
34,-1.2703835596720745,0.34,1.8287511619865682,-1.6547035235941152
35,-1.6595611038205897,0.35000000000000003,1.8515585831301453,-1.7609368557881464
36,-1.3680866551498505,0.36,1.8742315333018658,-1.8410337400761045
37,-2.0488456404998465,0.37,1.8967664321800646,-1.8930235969012348
38,-2.0487384150084598,0.38,1.9191597212429756,-1.9153726979234407
39,-1.977983531692682,0.39,1.9414078643306651,-1.9070201935964242
40,-2.165062305935149,0.4,1.9635073482034306,-1.86740645830229
41,-1.6930659555193426,0.41000000000000003,1.9854546830965831,-1.7964931087111369
42,-1.356215106045754,0.42,2.0072464032715214,-1.6947741916456245
43,-1.1362239260801328,0.43,2.028879067563013,-1.5632781895478973
44,-1.0428560684974177,0.44,2.050349259922591,-1.403560652023039
45,-0.5319101081200938,0.45,2.071653589957993,-1.2176874280360672
46,0.4206949955963609,0.46,2.0927886934685382,-1.0082086421969985
47,0.6793749430428506,0.47000000000000003,2.1137512329763757,-0.7781237271261146
48,-1.124548537791608,0.48,2.1345378982535133,-0.5308379890657737
49,0.2528001331429427,0.49,2.155145406844535,-0.2701113426410845
50,-0.41844394140900376,0.5,2.1755705045849463,-5.328610909518693e-16
51,-0.563570525430463,0.51,2.1958099661150374,0.27520796334592285
52,0.4605543256984501,0.52,2.215860595389211,0.551062121440391
53,0.3722603622939633,0.53,2.2357192261806684,0.8230231400662934
54,1.9131411236869058,0.54,2.255382722581401,1.0865389131091185
55,2.378906074558576,0.55,2.2748479794973795,1.3371220935558894
56,1.9705890918773825,0.56,2.2941119231388885,1.5704276776612243
57,1.4507845250954952,0.5700000000000001,2.313171511505913,1.7823292824269934
58,2.2635498177362017,0.58,2.3320237348685033,1.9689927622829848
59,3.1867025024325017,0.59,2.3506656162420487,2.126945840877512
60,3.1361066029930833,0.6,2.3690942118573775,2.253142487904089
61,4.0349106158649635,0.61,2.3873066116256103,2.345020848180142
62,3.827388805653691,0.62,2.4052999395976986,2.4005536296054104
63,3.8508875851318,0.63,2.4230713544185707,2.418289976598627
64,3.2856495486027084,0.64,2.440618049775814,2.397387994193098
65,3.3007549637134543,0.65,2.4579372548428227,2.337637242862888
66,2.9427905298389705,0.66,2.475026234716348,2.239470692734463
67,1.8527534524479288,0.67,2.4918822908483644,2.1039658052272086
68,3.388483908198685,0.68,2.5085027614722075,1.932834597253971
69,2.7327990965120996,0.6900000000000001,2.5248850220228958,1.728402734628466
70,2.4086006736832677,0.7000000000000001,2.5410264855515785,1.4935778938917914
71,2.714534523007348,0.71,2.556924603134047,1.2318078219608959
72,2.1081894141075295,0.72,2.5725768642732376,0.9470287074075371
73,1.7019245417927131,0.73,2.5879807972956703,0.643604652464273
74,1.4449541863682365,0.74,2.6031339697417533,0.32625919782881674
75,0.36371468631797765,0.75,2.618033988749895,9.618500833144608e-16
76,0.9992719720073637,0.76,2.632678501434368,-0.32996210951999333
77,0.5765866202899149,0.77,2.6470651952568547,-0.6582983447264414
78,-0.27265406912504725,0.78,2.6611917983916253,-0.9796500403910489
79,-0.07009709267531028,0.79,2.6750560800842837,-1.2887180950087367
80,-0.387785248922236,0.8,2.68865585100403,-1.580352257710037
81,-1.31943551853027,0.81,2.7019889635893835,-1.849638725276367
82,-1.3359190355361896,0.8200000000000001,2.7150533123873046,-2.0919845320366868
83,-1.504847067528184,0.8300000000000001,2.7278468343856708,-2.3031972587640936
84,-1.487871946711519,0.84,2.7403675093390514,-2.4795586561489014
85,-1.5046478242622054,0.85,2.752613360087727,-2.6178908729525303
86,-1.3670844938516478,0.86,2.764582452869907,-2.7156140970423546
87,-2.256936495356831,0.87,2.7762728976270887,-2.7707945572428407
88,-2.079562381466197,0.88,2.787682848302527,-2.7821819929869767
89,-2.408656082141933,0.89,2.798810503132742,-2.749235874432839
90,-1.7987360158384886,0.9,2.809654104932039,-2.6721398450310434
91,-2.32093547806287,0.91,2.8202119413699913,-2.551804058239281
92,-2.904706240688527,0.92,2.830482345241835,-2.3898552867281198
93,-2.1940764017920427,0.93,2.8404636947317403,-2.188614892414654
94,-0.2062521013053462,0.9400000000000001,2.850154413668916,-1.9510649553269344
95,0.24664400072551285,0.9500000000000001,2.8595529717765027,-1.680803064959344
96,0.1089597904379187,0.96,2.8686578849132243,-1.3819864757978042
97,1.419330515104987,0.97,2.8774677153077484,-1.0592665155622676
98,0.9194065069248928,0.98,2.8859810717857286,-0.7177143071023019
99,0.862714713542025,0.99,2.8941966099894887,-0.36273901970082945
100,1.5446582952166565,1.0,2.9021130325903073,-1.4216253744502153e-15
101,1.800704254022524,1.01,2.909729089493286,0.36468575558230887
102,1.9223274280821003,1.02,2.9170435780347517,0.7254392382764263
103,1.9604368264263845,1.03,2.9240553431721716,1.0764165652304958
104,2.346196654624555,1.04,2.9307632776665478,1.4119059769382454
105,3.249873943561355,1.05,2.937166322257262,1.726423047752939
106,2.6567113230202155,1.06,2.9432634658293475,2.014802487519123
107,2.798876181304627,1.07,2.9490537455731545,2.272284964621658
108,3.9735801038780085,1.08,2.954536247136387,2.4945974603651733
109,5.233195513719347,1.09,2.9597101047684937,2.6780257702515677
110,3.7317884994251935,1.1,2.9645745014573777,2.8194778976534947
111,4.135213124799599,1.11,2.969128669058411,2.9165372373891176
112,4.9579928261663495,1.12,2.973371888415736,2.9675046181961484
113,4.425302992949795,1.1300000000000001,2.977303489475828,2.9714284611396375
114,3.9411601965546583,1.1400000000000001,2.980922851393302,2.928122512329451
115,4.54577754180591,1.1500000000000001,2.984229402628956,2.838170819489861
116,3.864987651122271,1.16,2.987222621040017,2.702919839255455
117,3.3341469770982903,1.17,2.9899020339626006,2.524457781789898
118,3.0196512930168744,1.18,2.992267218286345,2.3055815176135037
119,2.31178488851615,1.19,2.9943178005212276,2.0497515845775665
120,1.299446118814267,1.2,2.996053456856543,1.7610360370201652
121,2.4002573495636716,1.21,2.997473913212035,1.4440440707139428
122,3.0410046909080153,1.22,2.9985789452811784,1.103850532921328
123,2.446382472032556,1.23,2.9993683785666,0.745912583631564
124,1.7504070976707875,1.24,2.9998420884076324,0.37597990912242896
125,1.567036147668456,1.25,3.0,7.166040716921782e-15
126,0.951869114540639,1.26,2.9998420884076324,-0.3759799091224254
127,-0.31689570245050247,1.27,2.9993683785666,-0.7459125836315603
128,-0.8495507091500334,1.28,2.9985789452811784,-1.1038505329213295
129,-0.45477340077548395,1.29,2.997473913212035,-1.4440440707139441
130,-0.8058015093002742,1.3,2.996053456856543,-1.7610360370201579
131,-1.6904022142191144,1.31,2.9943178005212276,-2.0497515845775602
132,-2.1805113706664203,1.32,2.992267218286345,-2.3055815176135046
133,-1.3174590527557348,1.33,2.9899020339626006,-2.5244577817898994
134,-2.1876865745833998,1.34,2.987222621040017,-2.702919839255456
135,-1.3321191515085806,1.35,2.984229402628956,-2.8381708194898616
136,-1.247833846123776,1.36,2.980922851393302,-2.9281225123294514
137,-1.9422024339803299,1.37,2.977303489475828,-2.9714284611396375
138,-1.9171190286725233,1.3800000000000001,2.973371888415736,-2.9675046181961484
139,-1.6122813933809343,1.3900000000000001,2.969128669058411,-2.916537237389117
140,-1.281919921279241,1.4000000000000001,2.9645745014573777,-2.819477897653496
141,-1.0715176189822824,1.41,2.9597101047684937,-2.6780257702515717
142,-0.26331438430478205,1.42,2.954536247136387,-2.4945974603651724
143,0.026981930276842148,1.43,2.9490537455731545,-2.272284964621657
144,-0.3954507720836104,1.44,2.943263465829348,-2.014802487519122
145,-0.2725307617031315,1.45,2.937166322257262,-1.7264230477529419
146,-0.40515783247121456,1.46,2.9307632776665478,-1.4119059769382487
147,-0.09448292753075294,1.47,2.9240553431721716,-1.0764165652304944
148,0.5475226470778376,1.48,2.917043578034752,-0.7254392382764248
149,-0.1515963442863224,1.49,2.909729089493286,-0.3646857555823124
150,0.9114176052777371,1.5,2.9021130325903073,-2.1324380616753228e-15
151,1.5552577391655549,1.51,2.8941966099894887,0.362739019700826
152,1.9551555975759454,1.52,2.885981071785729,0.7177143071022936
153,1.7953026025963497,1.53,2.8774677153077484,1.059266515562269
154,2.2368550184896794,1.54,2.8686578849132243,1.381986475797801
155,2.506002173283549,1.55,2.8595529717765027,1.680803064959341
156,3.118289834871272,1.56,2.850154413668916,1.951064955326932
157,2.3449861188882313,1.57,2.8404636947317408,2.188614892414649
158,3.097547534778375,1.58,2.830482345241835,2.389855286728118
159,3.9419708719439575,1.59,2.8202119413699913,2.55180405823928
160,3.7296390470962333,1.6,2.809654104932039,2.672139845031042
161,3.615972244449421,1.61,2.798810503132742,2.7492358744328382
162,4.397836947527788,1.62,2.787682848302528,2.7821819929869775
163,5.720093496784341,1.6300000000000001,2.776272897627089,2.770794557242842
164,5.321142562767754,1.6400000000000001,2.764582452869907,2.7156140970423572
165,5.079485363743499,1.6500000000000001,2.7526133600877274,2.617890872952535
166,4.5683788918268435,1.6600000000000001,2.740367509339051,2.4795586561488983
167,4.572738689687721,1.67,2.7278468343856708,2.3031972587640905
168,4.368281610537226,1.68,2.7150533123873046,2.091984532036689
169,3.3710654751432103,1.69,2.7019889635893835,1.8496387252763695
170,3.3837822562608526,1.7,2.6886558510040306,1.58035225771004
171,3.510328479119189,1.71,2.6750560800842837,1.2887180950087398
172,2.59838647359958,1.72,2.6611917983916253,0.9796500403910564
173,2.5249195988364987,1.73,2.647065195256855,0.6582983447264492
174,2.7668721911490293,1.74,2.632678501434368,0.3299621095200058
175,2.5865068041804244,1.75,2.618033988749895,1.1545442024463465e-14
176,1.8408851004105573,1.76,2.6031339697417537,-0.32625919782881363
177,2.3629356362355676,1.77,2.5879807972956703,-0.6436046524642743
178,1.9671947143723854,1.78,2.5725768642732376,-0.9470287074075384
179,1.000636536812179,1.79,2.556924603134047,-1.231807821960897
180,-0.45688367647949557,1.8,2.5410264855515785,-1.4935778938917892
181,-0.46353978518878036,1.81,2.5248850220228958,-1.7284027346284636
182,-0.3184335495616899,1.82,2.508502761472208,-1.9328345972539696
183,-0.5673599769915916,1.83,2.4918822908483644,-2.1039658052272046
184,-0.5337552570412962,1.84,2.475026234716348,-2.23947069273446
185,0.2642756254516352,1.85,2.4579372548428235,-2.337637242862888
186,0.24840988759553873,1.86,2.4406180497758143,-2.397387994193098
187,0.5178563535185998,1.87,2.4230713544185702,-2.418289976598627
188,-0.6748630842414562,1.8800000000000001,2.4052999395976986,-2.4005536296054104
189,-0.527359967266709,1.8900000000000001,2.38730661162561,-2.3450208481801416
190,0.2764046395545706,1.9000000000000001,2.369094211857377,-2.25314248790409
191,-0.3159613006537469,1.9100000000000001,2.350665616242049,-2.1269458408775144
192,0.8689708799692266,1.92,2.3320237348685033,-1.9689927622829875
193,-0.030793594708014682,1.93,2.313171511505913,-1.7823292824269992
194,-0.04810361379676936,1.94,2.294111923138889,-1.5704276776612252
195,1.1606539616087241,1.95,2.2748479794973795,-1.3371220935558916
196,0.05523395432181144,1.96,2.255382722581401,-1.086538913109123
197,1.1373185923704188,1.97,2.2357192261806693,-0.8230231400662983
198,0.786814532690431,1.98,2.2158605953892105,-0.5510621214403898
199,0.8072585062851161,1.99,2.1958099661150374,-0.27520796334592357
200,1.561011073916377,2.0,2.1755705045849467,-2.1314443638074776e-15
201,2.0235953479653155,2.0100000000000002,2.155145406844535,0.27011134264108
202,2.693995562588686,2.02,2.134537898253513,0.5308379890657674
203,2.7952608545642286,2.0300000000000002,2.1137512329763766,0.778123727126116
204,2.8816477005759755,2.04,2.0927886934685382,1.0082086421969962
205,2.5871305877964264,2.05,2.071653589957993,1.217687428036065
206,3.2540111414454187,2.06,2.050349259922592,1.4035606520230364
207,2.274417696160031,2.07,2.0288790675630133,1.5632781895478938
208,3.4064209942783354,2.08,2.0072464032715214,1.6947741916456251
209,3.7984283833068457,2.09,1.9854546830965831,1.7964931087111358
210,4.600167063657041,2.1,1.9635073482034304,1.8674064583022891
211,5.029154678325236,2.11,1.9414078643306647,1.907020193596423
212,3.818982338339395,2.12,1.919159721242976,1.9153726979234413
213,4.2023462820199144,2.13,1.8967664321800646,1.8930235969012348
214,3.6631499292692116,2.14,1.8742315333018658,1.8410337400761045
215,3.491052524052485,2.15,1.8515585831301458,1.7609368557881475
216,3.9844666758207885,2.16,1.8287511619865686,1.6547035235941163
217,4.00083204168961,2.17,1.8058128714273254,1.524698235577073
218,3.9256630080157007,2.18,1.7827473336744055,1.3736304291193617
219,3.535125277806945,2.19,1.759558191043602,1.204500467392017
220,3.3793741962878987,2.2,1.7362491053693554,1.0205416184421088
221,2.5475050660989558,2.21,1.7128237574265017,0.8251591382289196
222,2.2716803137051436,2.22,1.6892858463490341,0.6218675965437941
223,2.6550112313015193,2.23,1.665639089045973,0.41422759711221396
224,1.856267007786762,2.24,1.6418872196144194,0.20578303438218074
225,1.6307672666125046,2.25,1.618033988749895,1.783368130710765e-15
226,2.1184014703680747,2.2600000000000002,1.5940831631540697,-0.19979159740851107
227,1.880689380583389,2.27,1.5700385249399529,-0.3904527036117881
228,1.2918630120312091,2.2800000000000002,1.5459038710346509,-0.5690851710181383
229,1.4887775493580637,2.29,1.521683012579794,-0.7330763821284771
230,2.030970153142991,2.3000000000000003,1.4973797743297097,-0.8801377484320378
231,1.1093591527142308,2.31,1.4729979940474491,-1.008336513863947
232,0.3406092590650287,2.32,1.448541521898762,-1.116120425333593
233,0.7486819115396398,2.33,1.4240142198441097,-1.2023349721263477
234,0.44199177426547687,2.34,1.399419961028814,-1.2662330384998135
235,0.5428571422036206,2.35,1.3747626291714492,-1.307476956832564
236,0.4947186890761601,2.36,1.3500461179505527,-1.3261330895585868
237,0.3237451712135826,2.37,1.3252743303897676,-1.3226592042288678
238,0.6889329704467293,2.38,1.3004511782415142,-1.2978850349010698
239,1.0244176572029888,2.39,1.2755805813692769,-1.2529865423561302
240,0.5933609413678563,2.4,1.250666467128609,-1.189454493274504
241,1.4723212280328193,2.41,1.2257127697469627,-1.1090580726201043
242,2.1374518857057305,2.42,1.20072342970243,-1.0138043225023168
243,1.7689829536035415,2.43,1.1757023931014863,-0.9058942634478816
244,1.8390118349741944,2.44,1.1506536110558652,-0.7876765993746879
245,2.606172578327519,2.45,1.1255810390586272,-0.6615999350187004
246,1.6586581166084464,2.46,1.1004886363595394,-0.5301644438733965
247,1.3698507132915554,2.47,1.075380365339869,-0.39587391595662746
248,1.6425686397570116,2.48,1.0502601908866755,-0.2611890883653496
249,2.016209434802077,2.49,1.0251320797667056,-0.12848311838766563
250,2.5960497997532723,2.5,1.0000000000000002,-4.777360477947855e-15
251,2.761743567351184,2.5100000000000002,0.9748679202332948,0.12218334874094862
252,1.8495204373297656,2.52,0.9497398091133249,0.23619068596436432
253,2.906410962778864,2.5300000000000002,0.9246196346601305,0.3403751894127311
254,3.5580653961059334,2.54,0.8995113636404611,0.4333429043300358
255,2.834219634120275,2.5500000000000003,0.8744189609413733,0.513970569566249
256,3.254296149876095,2.56,0.8493463889441344,0.5814176124826905
257,2.898484058614667,2.57,0.8242976068985142,0.6351322221036974
258,2.846942061775826,2.58,0.7992765702975706,0.6748515285017134
259,2.6977346397718884,2.59,0.7742872302530367,0.7005960323119331
260,3.7534458899967484,2.6,0.7493335328713924,0.7126585393158061
261,3.0601834522833697,2.61,0.7244194186307245,0.7115879591012491
262,3.1157436449962415,2.62,0.6995488217584853,0.698168421955473
263,3.429483065677877,2.63,0.674725669610233,0.6733942526276755
264,2.85978639640741,2.64,0.6499538820494478,0.6384414118987901
265,2.860170210295372,2.65,0.6252373708285505,0.5946360757577418
266,2.9116288795605576,2.66,0.6005800389711864,0.5434210664322253
267,3.8166200027193726,2.67,0.575985780155891,0.4863208788776829
268,2.7511183722780013,2.68,0.5514584781012376,0.4249060602179861
269,2.8334957450531975,2.69,0.5270020059525513,0.3607576979934328
270,2.958522399720329,2.7,0.5026202256702909,0.29543275615291226
271,2.7506537715857404,2.71,0.47831698742020634,0.23043096607494917
272,3.441196903532555,2.72,0.45409612896534957,0.16716393435121132
273,3.080288532470178,2.73,0.42996147506004756,0.10692707071791624
274,2.6621455969206385,2.74,0.40591683684592983,0.05087486972009333
275,3.067306002864526,2.75,0.38196601125010543,-8.424650746385397e-16
276,3.4781151222458817,2.7600000000000002,0.35811278038558103,-0.044883432746428954
277,2.614677151704332,2.77,0.33436091095402654,-0.08315217721749517
278,3.0392393409237375,2.7800000000000002,0.31071415365096633,-0.1143815088255603
279,3.169550853054059,2.79,0.28717624257349883,-0.13834820997450833
280,2.8597164609207373,2.8000000000000003,0.26375089463064416,-0.15502888614283838
281,2.332756417810742,2.81,0.24044180895639855,-0.16459374446536093
282,2.918691148055178,2.82,0.2172526663255957,-0.16739605643222086
283,3.1056023522722134,2.83,0.19418712857267417,-0.16395761542695944
284,2.4142313611235102,2.84,0.17124883801343183,-0.15495058133792458
285,2.307334719013723,2.85,0.14844141686985468,-0.1411761768021607
286,3.3976342236133767,2.86,0.1257684666981339,-0.12354076138127262
287,2.7543155115564053,2.87,0.10323356781993587,-0.1030298599553087
288,1.7536871898829358,2.88,0.08084027875702449,-0.08068075893310264
289,2.148278119327191,2.89,0.058592135669334855,-0.05755430786095328
290,2.5898591522210146,2.9,0.03649265179657002,-0.034706574288017975
291,3.108226955901044,2.91,0.014545316903417205,-0.013160996220903174
292,2.8264759346903445,2.92,-0.007246403271521595,0.006118340641594855
293,3.8820140833411214,2.93,-0.028879067563012173,0.022251703996317682
294,3.192167711252531,2.94,-0.05034925992259165,0.03446644016566132
295,3.1950450113845905,2.95,-0.07165358995799354,0.04211692345112053
296,3.6542784262154444,2.96,-0.09278869346853802,0.044701293993565906
297,3.373716904053347,2.97,-0.1137512329763759,0.04187462175675889
298,1.9871276272918927,2.98,-0.13453789825351303,0.03345821473606288
299,2.850377904006749,2.99,-0.15514540684453482,0.0194448755124752
300,3.0479737925822095,3.0,-0.17557050458494605,2.580142277575678e-16
301,2.667231019422764,3.0100000000000002,-0.19580996611503765,-0.024541496217314086
302,3.381152747978757,3.02,-0.2158605953892101,-0.05368234711068043
303,3.6836117078714903,3.0300000000000002,-0.2357192261806682,-0.08677403469693612
304,3.0185257851734395,3.04,-0.2553827225814007,-0.12303156490568791
305,2.2009441264453535,3.0500000000000003,-0.27484797949737927,-0.16155158897094402
306,1.6107219611368178,3.06,-0.2941119231388887,-0.20133346580384745
307,2.10989355317188,3.0700000000000003,-0.31317151150591305,-0.24130279687541656
308,2.1440994033714365,3.08,-0.3320237348685029,-0.2803369112789541
309,2.372524637637398,3.09,-0.3506656162420487,-0.31729173594547316
310,1.2058183411807044,3.1,-0.36909421185737745,-0.3510294553137826
311,1.9478572231344804,3.11,-0.3873066116256094,-0.3804463467227637
312,1.69251629839929,3.12,-0.40529993959769817,-0.4045001727488667
313,1.9953538272423208,3.13,-0.42307135441857047,-0.42223651974208376
314,3.4541214188137084,3.14,-0.4406180497758132,-0.4328134927357204
315,3.071596106464502,3.15,-0.4579372548428231,-0.43552421027258104
316,3.402566548596181,3.16,-0.4750262347163481,-0.42981658780242454
317,3.276377179282676,3.17,-0.4918822908483642,-0.415309954223178
318,3.4073137974654926,3.18,-0.5085027614722075,-0.3918081117023943
319,3.211534667726772,3.19,-0.5248850220228958,-0.35930852277108966
320,2.999380805701078,3.2,-0.5410264855515787,-0.3180073893068454
321,3.5432960776840794,3.21,-0.556924603134046,-0.2683004737574674
322,2.662511471332448,3.22,-0.5725768642732372,-0.2107796020381826
323,2.5937971350971334,3.23,-0.5879807972956701,-0.14622487813456367
324,3.170369253850944,3.24,-0.6031339697417528,-0.07559273070021177
325,3.338139100891326,3.25,-0.6180339887498947,-3.1796331557082647e-15
326,4.406629832981032,3.2600000000000002,-0.6326785014343679,0.07929564239138395
327,3.999661413729882,3.27,-0.6470651952568549,0.1609185703967323
328,3.78121130570995,3.2800000000000002,-0.6611917983916245,0.24340093502169005
329,3.921088489859514,3.29,-0.6750560800842837,0.32521074680530493
330,3.110746463440391,3.3000000000000003,-0.6886558510040297,0.4047817531250865
331,4.24487335511709,3.31,-0.7019889635893832,0.4805445134189907
332,3.9423401311957407,3.3200000000000003,-0.7150533123873051,0.5509580464851137
333,4.304340842188341,3.33,-0.7278468343856703,0.6145414077600603
334,3.7834559222424877,3.34,-0.7403675093390512,0.6699045512168627
335,3.2726098146293277,3.35,-0.7526133600877272,0.7157778403622226
336,3.677780902642602,3.36,-0.7645824528699068,0.7510395955849781
337,3.8150691697496555,3.37,-0.7762728976270885,0.7747411003862974
338,4.271497300871064,3.38,-0.7876828483025278,0.7861285361304343
339,3.9710444428043585,3.39,-0.7988105031327417,0.7846613729754626
340,5.3109542043952365,3.4,-0.8096541049320387,0.7700268124407359
341,4.796068469410366,3.41,-0.8202119413699911,0.742149953307244
342,3.8712520481720643,3.42,-0.8304823452418351,0.7011994357240883
343,3.9232967923609072,3.43,-0.8404636947317408,0.6475884068630728
344,4.638822074113247,3.44,-0.8501544136689161,0.5819707434695605
345,4.339271812272083,3.45,-0.8595529717765029,0.5052325603743955
346,3.5828726609722668,3.46,-0.8686578849132236,0.41847912759437494
347,3.383825781144216,3.47,-0.8774677153077484,0.32301741019291086
348,3.8773684766753096,3.48,-0.8859810717857286,0.22033453277259632
349,4.429029489430452,3.49,-0.8941966099894885,0.11207255257222251
350,3.5328207205165905,3.5,-0.9021130325903071,7.956576394378736e-15
351,4.125949485179134,3.5100000000000002,-0.9097290894932859,-0.11401928845370166
352,3.2805311178922283,3.52,-0.9170435780347512,-0.2280594639467142
353,4.202111400615342,3.5300000000000002,-0.9240553431721719,-0.34016745986113905
354,3.473495951695067,3.54,-0.930763277666548,-0.44839862873481656
355,2.5617814977223374,3.5500000000000003,-0.9371663222572619,-0.5508525431679898
356,2.5534773793459316,3.56,-0.9432634658293482,-0.6457082756617456
357,2.632537680717538,3.5700000000000003,-0.9490537455731543,-0.7312584790700758
358,3.0416085423465193,3.58,-0.9545362471363867,-0.805941609361144
359,3.3826438832950023,3.59,-0.9597101047684937,-0.8683716653195276
360,3.2960514107317174,3.6,-0.9645745014573774,-0.9173648650631874
361,2.4694852617109118,3.61,-0.9691286690584104,-0.9519627359317386
362,2.5905154041203557,3.62,-0.9733718884157363,-0.9714511613396056
363,2.4392545312011857,3.63,-0.9773034894758281,-0.9753750042830942
364,2.6201482451159896,3.64,-0.9809228513933024,-0.9635480108720739
365,2.483960693016937,3.65,-0.9842294026289558,-0.9360577868995541
366,2.2628237546230228,3.66,-0.9872226210400168,-0.8932657343234192
367,3.8726853714981004,3.67,-0.9899020339626003,-0.8358019307858674
368,3.2514796524812613,3.68,-0.992267218286345,-0.7645550320619283
369,2.2587190660217678,3.69,-0.9943178005212279,-0.6806573727201866
370,2.514981193159877,3.7,-0.9960534568565431,-0.5854655324352146
371,3.492471279545603,3.71,-0.9974739132120349,-0.4805367225105155
372,3.7155829616800076,3.72,-0.9985789452811784,-0.36760142755197434
373,3.2254601560051155,3.73,-0.9993683785665999,-0.24853280930185545
374,3.9937383809468208,3.74,-0.9998420884076322,-0.1253134419938131
375,5.050826545732124,3.75,-1.0,-5.3896838775215305e-15
376,3.8155641309688257,3.7600000000000002,-0.9998420884076322,0.1253134419938165
377,3.9797245359567888,3.77,-0.9993683785665999,0.24853280930184501
378,4.488426742590158,3.7800000000000002,-0.9985789452811784,0.36760142755197095
379,5.05068892761339,3.79,-0.9974739132120352,0.4805367225105124
380,4.92546572577521,3.8000000000000003,-0.9960534568565431,0.5854655324352117
381,5.2337353053607165,3.81,-0.9943178005212279,0.6806573727201839
382,4.399034562624689,3.8200000000000003,-0.992267218286345,0.7645550320619215
383,5.3196517515645185,3.83,-0.9899020339626003,0.8358019307858655
384,4.627629714454198,3.84,-0.9872226210400168,0.8932657343234146
385,3.7402742870272565,3.85,-0.9842294026289558,0.9360577868995552
386,4.359342149804959,3.86,-0.9809228513933024,0.9635480108720719
387,4.617300161438808,3.87,-0.9773034894758279,0.9753750042830942
388,4.245448332642565,3.88,-0.9733718884157363,0.9714511613396059
389,4.268304426132851,3.89,-0.9691286690584107,0.9519627359317396
390,4.711032571267292,3.9,-0.9645745014573774,0.9173648650631885
391,4.488694494021049,3.91,-0.9597101047684939,0.8683716653195322
392,4.24610164400856,3.92,-0.954536247136387,0.8059416093611461
393,4.8064910048950855,3.93,-0.9490537455731543,0.7312584790700823
394,4.939667938370126,3.94,-0.9432634658293482,0.6457082756617482
395,4.181163355880741,3.95,-0.9371663222572622,0.5508525431679981
396,4.226171911423709,3.96,-0.9307632776665475,0.4483986287348135
397,3.8728275791677045,3.97,-0.9240553431721721,0.3401674598611423
398,4.095081571339531,3.98,-0.9170435780347514,0.2280594639467175
399,4.402671145385076,3.99,-0.9097290894932861,0.11401928845370499
400,4.63394148576427,4.0,-0.9021130325903073,1.7676317405293308e-15
401,4.007969846817468,4.01,-0.8941966099894887,-0.11207255257221929
402,3.9920806081732327,4.0200000000000005,-0.8859810717857288,-0.22033453277258708
403,3.409577647139224,4.03,-0.8774677153077488,-0.323017410192908
404,3.8891541032707804,4.04,-0.868657884913224,-0.41847912759436695
405,3.8251480397065114,4.05,-0.8595529717765031,-0.5052325603743931
406,3.4827703228246394,4.0600000000000005,-0.8501544136689165,-0.5819707434695586
407,3.6185571990731753,4.07,-0.8404636947317403,-0.6475884068630744
408,2.5799828964382625,4.08,-0.8304823452418353,-0.7011994357240868
409,2.446040271827159,4.09,-0.8202119413699915,-0.7421499533072407
410,2.8778902154256407,4.1,-0.8096541049320392,-0.7700268124407353
