timestamp,value,regime,true_variance
184,-0.8591352454012348,0,0.25
185,-0.8880024497877784,0,0.25
186,-0.4966930568908348,0,0.25
187,0.22591590098387387,0,0.25
188,0.5761131090748138,0,0.25
189,0.5469809988715842,0,0.25
190,-0.11491145024647498,0,0.25
191,0.3730067186104353,0,0.25
192,0.27321007522036744,0,0.25
193,0.07125618530873681,0,0.25
194,0.5049346116695205,0,0.25
195,0.6623766035883032,0,0.25
196,0.7134726444444744,0,0.25
197,-0.07634127152658476,0,0.25
198,-0.3586970903871811,0,0.25
199,-1.1030306670310384,0,0.25
200,-0.6749027780218781,0,0.25
201,-0.45831132037600586,0,0.25
202,0.14546232889528354,0,0.25
203,0.20784528961153653,0,0.25
204,-0.038480581547541526,0,0.25
205,1.0288077951033439,0,0.25
206,0.20537870945475556,0,0.25
207,-0.5243750579924416,0,0.25
208,-0.6723462194902268,0,0.25
209,-0.2082952224065165,0,0.25
210,-0.3204607184588889,0,0.25
211,-0.44469173424545594,0,0.25
212,-0.8719280144207434,0,0.25
213,0.12607275476560376,0,0.25
214,-0.22343519042724497,0,0.25
215,-0.6967556094221979,0,0.25
216,-0.5489939729426005,0,0.25
217,-0.7881673288352973,0,0.25
218,-0.6679952420923941,0,0.25
219,0.19997849884827495,0,0.25
220,-0.083243414152463,0,0.25
221,-0.08316473206249887,0,0.25
222,-0.24248770198417263,0,0.25
223,-0.2656111756147802,0,0.25
224,0.2239121371077651,0,0.25
225,0.4225553581221856,0,0.25
226,0.1249812327361754,0,0.25
227,-0.37796337734809227,0,0.25
228,-0.3316828612841499,0,0.25
229,0.1841188036132598,0,0.25
230,0.12020652805324464,0,0.25
231,0.020315458660479027,0,0.25
232,-0.8897374910456671,0,0.25
233,-0.12583175529612056,0,0.25
234,-0.8336466581164108,0,0.25
235,-1.2246064007124422,0,0.25
236,-1.045078185389184,0,0.25
237,-0.7142327918885327,0,0.25
238,-0.4774238752800408,0,0.25
239,-0.7160701591192009,0,0.25
240,-0.6578183649817564,0,0.25
241,-0.7639676232753398,0,0.25
242,-1.4395529507045788,0,0.25
243,-1.1354459366287286,0,0.25
244,-1.1417118290485169,0,0.25
245,-0.5895994015138784,0,0.25
246,-0.4853196743407448,0,0.25
247,0.1421768779025211,0,0.25
248,0.4476348086451172,0,0.25
249,0.7630470972395305,0,0.25
250,1.1383220046436509,0,0.25
251,1.1434522554067255,0,0.25
252,0.7172362731022192,0,0.25
253,1.178621946425046,0,0.25
254,0.3607221059889628,0,0.25
255,0.2347692307191933,0,0.25
256,0.5941614373848376,0,0.25
257,0.2721647013657824,0,0.25
258,0.547990264074766,0,0.25
259,-0.018133115555268475,0,0.25
260,-0.28293415988404474,0,0.25
261,0.07503480126536344,0,0.25
262,0.4084689911450812,0,0.25
263,0.8845055389425835,0,0.25
264,0.5841203647334736,0,0.25
265,0.5579978161765604,0,0.25
266,0.703694774964298,0,0.25
267,0.7263023716096418,0,0.25
268,-0.14289905574814477,0,0.25
269,-0.3850741638737027,0,0.25
270,0.45192309033680184,0,0.25
271,-0.30565140387519363,0,0.25
272,0.10048418301782694,0,0.25
273,-0.14245713502123322,0,0.25
274,0.40188478539417216,0,0.25
275,-0.10776945457089665,0,0.25
276,-0.05096630314327376,0,0.25
277,-1.0488773564495757,0,0.25
278,-0.7551823245778269,0,0.25
279,0.008643762465795457,0,0.25
280,-0.7443790664134962,0,0.25
281,0.07180687074642655,0,0.25
282,-0.3072758114664693,0,0.25
283,-0.24071233056450084,0,0.25
284,-1.5557903117805938,0,0.25
285,-0.5497391526199618,0,0.25
286,-0.8226603652961308,0,0.25
287,-0.8449169153048781,0,0.25
288,-1.2305496902184352,0,0.25
289,-1.3577695062300243,0,0.25
290,-0.37872471054372336,0,0.25
291,-0.5196435966102191,0,0.25
292,0.08374995176784916,0,0.25
293,-0.029476716852120534,0,0.25
294,0.15240803248133986,0,0.25
295,-0.146469441907429,0,0.25
296,0.11105340064674403,0,0.25
297,1.3720221732732112,0,0.25
298,1.2868620286799721,0,0.25
299,1.1537233160236184,0,0.25
300,0.5696309058933625,0,0.25
301,0.9041960039552073,0,0.25
302,1.3125376882148938,0,0.25
303,0.06773139844493237,0,0.25
304,-0.6427541359802698,0,0.25
305,0.6009604464186936,0,0.25
306,0.6336218962603126,0,0.25
307,0.508135441897172,0,0.25
308,0.6371760659283083,0,0.25
309,0.994405608326998,0,0.25
310,1.0964933512054054,0,0.25
311,0.6560037124514535,0,0.25
312,1.4910379307701098,0,0.25
313,1.0500383022463267,0,0.25
314,0.2976399130187997,0,0.25
315,-0.07019175119560361,0,0.25
316,-0.11528520106507237,0,0.25
317,-0.27031213334736104,0,0.25
318,-0.28311534644129205,0,0.25
319,-0.040447667398861964,0,0.25
320,-1.6702710909925322,0,0.25
321,-1.5585363900564033,0,0.25
322,-0.6158031190168178,0,0.25
323,-0.14956153262713195,0,0.25
324,-0.4450201055160885,0,0.25
325,-0.6237657690825142,0,0.25
326,0.1336119306890881,0,0.25
327,-0.030336120126669586,0,0.25
328,-0.2863379215376355,0,0.25
329,0.7274206570728325,0,0.25
330,0.3242583966149467,0,0.25
331,0.5691042857205132,0,0.25
332,0.3755378514751244,0,0.25
333,0.2882698209461048,0,0.25
334,-0.27182390335684486,0,0.25
335,-0.6037704415294737,0,0.25
336,0.20639749426759596,0,0.25
337,-0.424966883134149,0,0.25
338,-0.15879675947757843,0,0.25
339,-0.7083807138425721,0,0.25
340,-0.6160849171433019,0,0.25
341,-0.4498635749081984,0,0.25
342,-1.1297437018843617,0,0.25
343,-0.22338890364517006,0,0.25
344,-0.24827194831177243,0,0.25
345,0.4335785003838362,0,0.25
346,-0.16363434722652032,0,0.25
347,0.341387163442933,0,0.25
348,1.4060910619600135,0,0.25
349,1.0925297212096703,0,0.25
350,0.4412365661697285,0,0.25
351,0.5482186237273903,0,0.25
352,0.4541666129699713,0,0.25
353,0.21291732856809942,0,0.25
354,0.0887888079898938,0,0.25
355,-0.22726072566797498,0,0.25
356,0.05285128867824926,0,0.25
357,-0.15666977960022255,0,0.25
358,-0.5381029198801701,0,0.25
359,0.030984902620424748,0,0.25
360,-0.061218577225121834,0,0.25
361,1.2798237186393961,0,0.25
362,0.7711416647652388,0,0.25
363,0.18113021786710992,0,0.25
364,-0.14795751367471885,0,0.25
365,0.08197321572012779,0,0.25
366,-0.2912916518911445,0,0.25
367,-0.835554737906863,0,0.25
368,0.234717850862187,0,0.25
369,-0.4557698223514353,0,0.25
370,0.43778400835283976,0,0.25
371,0.3769770891319848,0,0.25
372,-0.2671650170517713,0,0.25
373,0.6461746888482901,0,0.25
374,0.3505954801834906,0,0.25
375,-0.25835692791070897,0,0.25
376,-0.14814506989741394,0,0.25
377,0.5395213202178344,0,0.25
378,0.7195365827620328,0,0.25
379,0.9167980059012224,0,0.25
380,1.518926766253304,0,0.25
381,1.1705307286418498,0,0.25
382,1.0072789027549955,0,0.25
383,0.5921031491780347,0,0.25
384,-0.3128747311273612,0,0.25
385,-0.2912796416798551,0,0.25
386,0.6045936535789986,0,0.25
387,-0.44231125655097414,0,0.25
388,0.36235518774480757,0,0.25
389,0.3844184183695264,0,0.25
390,-0.18616678410439236,0,0.25
391,-0.09758200349490373,0,0.25
392,0.8198536621277748,0,0.25
393,0.28733096930204416,0,0.25
394,0.5964284849599695,0,0.25
395,0.9832569263399155,0,0.25
396,0.23973284968425923,0,0.25
397,0.48416892575310355,0,0.25
398,0.6064958243380373,0,0.25
399,-0.5237577435891966,1,4.0
400,1.0033414082438872,1,4.0
401,-0.0200493847297305,1,4.0
402,-1.1688944382600868,1,4.0
403,-3.287685105046798,1,4.0
404,-1.5304197870311826,1,4.0
405,-1.929673835830978,1,4.0
406,-2.468624226571837,1,4.0
407,-4.02603691340137,1,4.0
408,-5.548537391911059,1,4.0
409,-5.462454204981132,1,4.0
410,-2.363798308033023,1,4.0
411,-3.2824225507904816,1,4.0
412,0.5920232096952542,1,4.0
413,1.2309351637188164,1,4.0
414,1.1777849026790679,1,4.0
415,-1.5820318987613011,1,4.0
416,2.7997550301715926,1,4.0
417,-0.921438474902321,1,4.0
418,0.4231432865076389,1,4.0
419,3.684856947417846,1,4.0
420,2.1815054148183597,1,4.0
421,0.1600024327812377,1,4.0
422,0.07400545782710471,1,4.0
423,1.88312901111215,1,4.0
424,4.035604768352594,1,4.0
425,4.033798706228945,1,4.0
426,0.6848278453476149,1,4.0
427,-0.8690001074274786,1,4.0
428,-0.2014839697053319,1,4.0
429,-2.693369100724221,1,4.0
430,-2.3659650347701433,1,4.0
431,2.8257316151839946,1,4.0
432,-0.1369117001610396,1,4.0
433,2.2252798327834795,1,4.0
434,-0.3082729881806927,1,4.0
435,-0.8972388647166558,1,4.0
436,-0.7683294639791058,1,4.0
437,-3.548876929952313,1,4.0
438,-2.6943735176335086,1,4.0
439,0.7075801934432218,1,4.0
440,1.9296911318187284,1,4.0
441,2.74632600699273,1,4.0
442,0.3134325217530505,1,4.0
443,-0.07070079640817212,1,4.0
444,0.3551552416743363,1,4.0
445,1.6060077679944698,1,4.0
446,3.809229197074954,1,4.0
447,0.6677989690797168,1,4.0
448,3.866555458416939,1,4.0
449,2.1341563539007606,1,4.0
450,0.9906355158753758,1,4.0
451,-1.7234488617534327,1,4.0
452,-1.3420043725381257,1,4.0
453,-1.3957750295353615,1,4.0
454,-3.4460511877058586,1,4.0
455,-2.995003299697793,1,4.0
456,-1.8537879467847582,1,4.0
457,-2.120519274803841,1,4.0
458,0.07415721149627363,1,4.0
459,-1.9974591235179313,1,4.0
460,0.3815429500548635,1,4.0
461,-0.10488486953145487,1,4.0
462,0.6711201502254389,1,4.0
463,-3.2205861674992757,1,4.0
464,-1.9961185740935534,1,4.0
465,-1.5210834642748665,1,4.0
466,0.8066573831305974,1,4.0
467,-1.79514617335228,1,4.0
468,1.4714806954058672,1,4.0
469,-1.1352258556241928,1,4.0
470,1.8387302760184836,1,4.0
471,2.4435024473193563,1,4.0
472,0.20152891653622662,1,4.0
473,4.480593426676796,1,4.0
474,0.7451667174865766,1,4.0
475,0.17766828277015512,1,4.0
476,0.5385019090058012,1,4.0
477,1.4205188261668562,1,4.0
478,1.4471417602692764,1,4.0
479,2.6112597850910397,1,4.0
480,2.746373468958334,1,4.0
481,1.987860768152674,1,4.0
482,-0.46762330860734447,1,4.0
483,-1.0174103257787768,1,4.0
484,1.0927718176480412,1,4.0
485,-1.5680583429837585,1,4.0
486,-0.8756572166977065,1,4.0
487,-4.709753210351283,1,4.0
488,-4.688049139743511,1,4.0
489,-6.5279555711399855,1,4.0
490,-2.080487338519661,1,4.0
491,-5.101839524516703,1,4.0
492,-4.050500464590707,1,4.0
493,-1.378464196392959,1,4.0
494,0.252843600192456,1,4.0
495,1.723359944155838,1,4.0
496,3.3310596193873865,1,4.0
497,3.2787517811706994,1,4.0
498,3.9643219901670315,1,4.0
499,2.666742841597607,1,4.0
500,1.8154406135940806,1,4.0
501,-2.24999285874398,1,4.0
502,-1.237584578060727,1,4.0
503,1.6682444402008714,1,4.0
504,-0.328125890841682,1,4.0
505,-2.5691824213967007,1,4.0
506,-1.6159587635072734,1,4.0
507,1.1376668397477214,1,4.0
508,3.209515459865611,1,4.0
509,-0.754269661632859,1,4.0
510,0.3720526299437942,1,4.0
511,-1.0520618430468855,1,4.0
512,-0.1815013523106519,1,4.0
513,-4.642456663808477,1,4.0
514,-1.4061442440103349,1,4.0
515,-1.7754842049178472,1,4.0
516,-0.8328195959421509,1,4.0
517,-0.9422757669160171,1,4.0
518,-2.727524959927438,1,4.0
519,-0.8581923876846682,1,4.0
520,-1.5640756629460681,1,4.0
521,-2.4716852302071572,1,4.0
522,-0.4117934378256456,1,4.0
523,-0.4554586441421215,1,4.0
524,-1.7178475976450613,1,4.0
525,0.6760829756689919,1,4.0
526,-0.7075765484143944,1,4.0
527,-0.5580055592219468,1,4.0
528,1.0778414830742338,1,4.0
529,2.641908345920016,1,4.0
530,4.249656321405019,1,4.0
531,6.288247238519618,1,4.0
532,4.491739444695739,1,4.0
533,1.5478649107927491,1,4.0
534,4.379573478897275,1,4.0
535,5.848916698123789,1,4.0
536,3.4955191222294997,1,4.0
537,3.849273210345432,1,4.0
538,1.939288125760228,1,4.0
539,-1.7571004536011114,1,4.0
540,0.8463809185933946,1,4.0
541,1.2845703721860708,1,4.0
542,1.1439628117335356,1,4.0
543,4.1807860433618895,1,4.0
544,5.791974513706393,1,4.0
545,2.771134911919856,1,4.0
546,-0.27725767402553614,1,4.0
547,-3.9834868981226697,1,4.0
548,-2.7759962543832923,1,4.0
549,-2.7154468425559988,1,4.0
550,-1.1744184827407924,1,4.0
551,-0.7963954398610051,1,4.0
552,-1.8701415681108595,1,4.0
553,-2.1177984966808823,1,4.0
554,-4.598471606904968,1,4.0
555,-0.7621700502694693,1,4.0
556,-1.5986232791512536,1,4.0
557,0.10567583216167908,1,4.0
558,-1.2415235258584172,1,4.0
559,-0.727362016670869,1,4.0
560,0.7509801897648717,1,4.0
561,-0.021917294707646473,1,4.0
562,-1.6457823784611063,1,4.0
563,3.4983731163889553,1,4.0
564,2.0518915403995885,1,4.0
565,2.5728701760915413,1,4.0
566,1.6391283477310146,1,4.0
567,-0.3990663263444316,1,4.0
568,2.349172152978246,1,4.0
569,2.4267452089571915,1,4.0
570,2.3805459850475,1,4.0
571,-2.8849265752581292,1,4.0
572,-1.4451430959134137,1,4.0
573,0.6675234120645386,1,4.0
574,1.0332541249374305,1,4.0
575,0.42641013829225843,1,4.0
576,2.6841842823101447,1,4.0
577,2.371144859302275,1,4.0
578,2.8210062212966824,1,4.0
579,4.048041112555994,1,4.0
580,4.835408460597707,1,4.0
581,0.7563068945914391,1,4.0
582,1.2020103841780774,1,4.0
583,-0.6818366693942512,1,4.0
584,-4.492853813413507,1,4.0
585,-2.5741483117772472,1,4.0
586,-5.27774599603022,1,4.0
587,-4.627384608645061,1,4.0
588,-8.257638917180714,1,4.0
589,-7.8223919637592765,1,4.0
590,-6.415291631737464,1,4.0
591,-4.506221050881395,1,4.0
592,-4.234075516971899,1,4.0
593,-4.812727875455099,1,4.0
594,-5.170964719631718,1,4.0
595,-0.5552493299056684,1,4.0
596,-1.3299695600940697,1,4.0
597,-1.1267796418291176,1,4.0
598,2.979592755982068,1,4.0
599,-1.3995496362861521,1,4.0
600,-5.117474373946431,1,4.0
601,-5.6266375869668925,1,4.0
602,-4.73009797723223,1,4.0
603,-5.606057486437448,1,4.0
604,-4.010450342078118,1,4.0
605,-2.9859105622211195,1,4.0
606,-5.192979132597538,1,4.0
607,-3.313541241864628,1,4.0
608,-5.193278608293007,1,4.0
609,-2.2391799072587504,1,4.0
610,-1.128841444983522,1,4.0
611,3.583327322352983,1,4.0
612,4.150214776389373,1,4.0
613,2.483592005717964,1,4.0
614,2.4134003763202125,1,4.0
615,1.9688856757210653,1,4.0
616,-0.11630387975158585,1,4.0
617,-3.0025876902300555,1,4.0
618,0.08149136824761083,1,4.0
619,3.0807839131016537,1,4.0
620,1.2149777110135274,1,4.0
621,0.3199120397794587,1,4.0
622,-0.7594273825995528,1,4.0
623,1.4764731952025851,1,4.0
624,3.4409937529076675,1,4.0
625,0.6519128444698583,1,4.0
626,-0.23682694067571636,1,4.0
627,-1.2505517016497043,1,4.0
628,-0.4593901490919861,1,4.0
629,1.2034970581848223,1,4.0
630,2.9712219419825185,1,4.0
631,1.5161317118139568,1,4.0
632,-0.9183751919951044,1,4.0
633,0.4249457161916901,1,4.0
634,1.47617970628086,1,4.0
635,0.3234771510794199,1,4.0
636,0.55513149976421,1,4.0
637,1.0980090369437414,1,4.0
638,2.523291531603579,1,4.0
639,1.9033064395993347,1,4.0
640,2.300994608448973,1,4.0
641,1.9640858442169256,1,4.0
642,-0.5617008278800457,1,4.0
643,1.011560048702795,1,4.0
644,0.9044802783882921,1,4.0
645,2.739387980475173,1,4.0
646,-0.4568995608938127,1,4.0
647,-1.7255874094521038,1,4.0
648,-0.5564245232488153,1,4.0
649,-3.822696627225079,1,4.0
650,-2.9437993480706224,1,4.0
651,-2.9569448799491025,1,4.0
652,-2.9003655887329383,1,4.0
653,-2.53506935532696,1,4.0
654,-6.233471452926709,1,4.0
655,-4.280383161317804,1,4.0
656,-2.8479814574936797,1,4.0
657,0.10544159224583627,1,4.0
658,2.9614603197276157,1,4.0
659,2.782433424230408,1,4.0
660,3.7984227320000263,1,4.0
661,-2.1288626512316804,1,4.0
662,-0.3959962960558465,1,4.0
663,1.9331803701144932,1,4.0
664,3.0935393047230457,1,4.0
665,2.639943235298569,1,4.0
666,1.136327326027517,1,4.0
667,0.06607991731284346,1,4.0
668,0.09273686970579834,1,4.0
669,0.9227491786962425,1,4.0
670,1.789204726380301,1,4.0
671,1.0633528895561108,1,4.0
672,-1.7685874705249054,1,4.0
673,2.4083156721546164,1,4.0
674,-0.044944000814475915,1,4.0
675,-5.388372425663715,1,4.0
676,-0.9198137175909102,1,4.0
677,1.382344415458331,1,4.0
678,1.3448324604575101,1,4.0
679,2.8872334052985176,1,4.0
680,2.9107310829402673,1,4.0
681,0.37213851650261853,1,4.0
682,0.4930563171090313,1,4.0
683,-2.126526105772637,1,4.0
684,-2.788247237420257,1,4.0
685,-3.685248379059847,1,4.0
686,-2.267254624579541,1,4.0
687,0.5395838831808104,1,4.0
688,-0.9132071080471398,1,4.0
689,0.28134078612736435,1,4.0
690,-4.06723268880461,1,4.0
691,-4.991215720912267,1,4.0
692,-2.423171519037854,1,4.0
693,0.21941725709101556,1,4.0
694,2.0401308570609307,1,4.0
695,3.566924803393035,1,4.0
696,-0.780653843050068,1,4.0
697,-1.5877288491961508,1,4.0
698,-6.271148230540714,1,4.0
699,-4.701567237282462,1,4.0
700,-2.821328043795634,1,4.0
701,-2.6540338986648924,1,4.0
702,-3.711676812826088,1,4.0
703,-1.7392053008268926,1,4.0
704,-0.15412520621204862,1,4.0
705,0.15930280241852585,1,4.0
706,-1.0951500139626669,1,4.0
707,-0.6805018886423199,1,4.0
708,-0.3057555135389386,1,4.0
709,0.32056504667815455,1,4.0
710,1.4687639274549404,1,4.0
711,0.9743156639084769,1,4.0
712,-2.2085832737034155,1,4.0
713,-2.0939767135665273,1,4.0
714,-0.7234253584943423,1,4.0
715,-1.3855883544347654,1,4.0
716,-0.5335720599965457,1,4.0
717,-1.7430903264327946,1,4.0
718,1.4659579427703056,1,4.0
719,1.8340081584151136,1,4.0
720,1.5637657124640938,1,4.0
721,2.608631252151344,1,4.0
722,3.3530543902225,1,4.0
723,2.5275451567514406,1,4.0
724,3.771403469352928,1,4.0
725,3.9507750567295488,1,4.0
726,3.1943420195781482,1,4.0
727,2.241614353935282,1,4.0
728,-0.6473672451848307,1,4.0
729,-0.06686057164443104,1,4.0
730,0.307984318598972,1,4.0
731,-1.4514563744480111,1,4.0
732,1.7068265884150673,1,4.0
733,1.186243926806134,1,4.0
734,-1.314059435842519,1,4.0
735,-1.7556048017309105,1,4.0
736,-1.3133784231406567,1,4.0
737,-0.9903276264564833,1,4.0
738,-2.253851935409042,1,4.0
739,-1.507421787104383,1,4.0
740,-3.969633718064291,1,4.0
741,-3.638125185235345,1,4.0
742,-1.6773415129354867,1,4.0
743,-2.5211581298071146,1,4.0
744,-0.4717980743151915,1,4.0
745,1.2713396027240793,1,4.0
746,-0.3003414771541545,1,4.0
747,-5.008869702851285,1,4.0
748,-1.7451085838247489,1,4.0
749,1.4731966549757123,1,4.0
750,-2.1504461900441436,1,4.0
751,-1.0854267846936971,1,4.0
752,-0.10688618321221277,1,4.0
753,-3.304768112823866,1,4.0
754,-3.383802057233926,1,4.0
755,0.14540158260256675,1,4.0
756,0.5637758736365295,1,4.0
757,0.453987236032907,1,4.0
758,2.660454111380737,1,4.0
759,0.7146645281157349,1,4.0
760,-3.069165605547041,1,4.0
761,0.5903940458994938,1,4.0
762,-1.1103167242283964,1,4.0
763,-0.7416763836024038,1,4.0
764,1.8540913437633608,1,4.0
765,1.9111914726568173,1,4.0
766,1.7306317438478211,1,4.0
767,0.05877253519583103,1,4.0
768,1.2665958597957223,1,4.0
769,5.350560695195213,1,4.0
770,2.6633006029328077,1,4.0
771,-0.2923810401536322,1,4.0
772,0.47889823487457894,1,4.0
773,-1.0467634974695659,1,4.0
774,-0.4000745167284031,1,4.0
775,-0.1502691786858711,1,4.0
776,0.9709364493565579,1,4.0
777,1.1644314751251204,1,4.0
778,1.532027182146877,1,4.0
779,3.707221025216909,1,4.0
780,0.7499975349055445,1,4.0
781,0.7158961196809492,1,4.0
782,1.240600916704317,1,4.0
783,-1.468854037550234,1,4.0
784,-2.8226224188160645,1,4.0
785,-2.543465788647193,1,4.0
786,-2.753499808136046,1,4.0
787,0.40905353823951596,1,4.0
788,0.6500418171597835,1,4.0
789,6.417838621800915,1,4.0
790,3.842909545800764,1,4.0
791,2.16826021751107,1,4.0
792,6.131490421099235,1,4.0
793,3.275549952616791,1,4.0
794,6.788506630468902,1,4.0
795,-1.3716215929129323,1,4.0
796,-2.179155654843469,1,4.0
797,1.3845619603963784,1,4.0
798,4.265675242412976,1,4.0
799,4.0127996523534275,1,4.0
800,1.622989792202284,1,4.0
801,0.9718617534763061,1,4.0
802,2.3552306213039325,1,4.0
803,2.3996725288729492,1,4.0
804,3.70461224249527,1,4.0
805,1.2720593911118054,1,4.0
806,2.6832196485014417,1,4.0
807,4.574045444208732,1,4.0
