timestamp,value,noise_type,df
123,2.920681482159015,student_t,3
124,2.3119591989297317,student_t,3
125,6.401196884900331,student_t,3
126,8.336490535816484,student_t,3
127,6.004591927958017,student_t,3
128,4.08537909391668,student_t,3
129,3.2013523939573467,student_t,3
130,2.0844252416069136,student_t,3
131,2.612559823139379,student_t,3
132,1.4860751871602513,student_t,3
133,1.144030540026441,student_t,3
134,2.8483493814556615,student_t,3
135,2.7639397830230163,student_t,3
136,2.451090995626922,student_t,3
137,2.524296524644521,student_t,3
138,1.684327161437088,student_t,3
139,0.526912413906901,student_t,3
140,4.654247479848338,student_t,3
141,2.018122790770027,student_t,3
142,3.431252673792347,student_t,3
143,2.097061114286384,student_t,3
144,2.2216309918775408,student_t,3
145,1.3731652401629588,student_t,3
146,3.1530620992226135,student_t,3
147,0.9170830041053379,student_t,3
148,0.07435925325298642,student_t,3
149,-0.5583390987247637,student_t,3
150,0.9448305459176345,student_t,3
151,-0.45657811338840915,student_t,3
152,-2.48545995576315,student_t,3
153,-1.8471827218260983,student_t,3
154,0.9219039778213269,student_t,3
155,1.2609473664967097,student_t,3
156,-2.134690083417959,student_t,3
157,-2.6012030391190955,student_t,3
158,-2.1503523604648525,student_t,3
159,-0.893761636506034,student_t,3
160,-0.39762170004249664,student_t,3
161,-1.3233491324073245,student_t,3
162,-2.477340047375219,student_t,3
163,-2.2226635882002546,student_t,3
164,-2.42320264990417,student_t,3
165,-3.0750278119953016,student_t,3
166,-1.7149907277932974,student_t,3
167,-1.006083416028941,student_t,3
168,0.40044913542028804,student_t,3
169,1.7281190010432526,student_t,3
170,-0.057044725352336734,student_t,3
171,0.6321244110111339,student_t,3
172,-3.8720418529751273,student_t,3
173,-2.43824322504686,student_t,3
174,-1.4517513243937066,student_t,3
175,-2.17870397160096,student_t,3
176,-1.2130777926239895,student_t,3
177,1.0862858452559416,student_t,3
178,0.23173670994135853,student_t,3
179,-0.03552769241818571,student_t,3
180,0.5110299711531029,student_t,3
181,0.20350075754978908,student_t,3
182,-1.6975579484293075,student_t,3
183,-1.6126909728338417,student_t,3
184,-0.7718570604010955,student_t,3
185,-1.458370858735483,student_t,3
186,8.280743273942017,student_t,3
187,5.550978469147847,student_t,3
188,3.0996073733417706,student_t,3
189,1.7803596233569108,student_t,3
190,0.6853491618102598,student_t,3
191,-3.133694448638434,student_t,3
192,-2.1769607733536107,student_t,3
193,-3.3272011945508435,student_t,3
194,-2.1798072714116734,student_t,3
195,-2.91635006820166,student_t,3
196,-2.3909670016201425,student_t,3
197,-4.312519487391847,student_t,3
198,-2.6133090405218757,student_t,3
199,-0.8492064091328079,student_t,3
200,0.30435962865111954,student_t,3
201,-0.07616363345147517,student_t,3
202,-0.07601459436607412,student_t,3
203,0.15981859868784998,student_t,3
204,0.012500527022120747,student_t,3
205,0.08261167050921092,student_t,3
206,0.5920746177860544,student_t,3
207,0.19623442467786908,student_t,3
208,0.6387467909233072,student_t,3
209,-0.6300901758214464,student_t,3
210,-1.2455649196830518,student_t,3
211,-2.823130908364337,student_t,3
212,-1.265668519354909,student_t,3
213,0.8238733229822781,student_t,3
214,-6.325296359619678,student_t,3
215,-6.963069304463075,student_t,3
216,-4.903520579364295,student_t,3
217,-3.4863161215805425,student_t,3
218,-1.5517525041564153,student_t,3
219,-1.7186725730932935,student_t,3
220,-1.137541740614872,student_t,3
221,-0.48012506632879115,student_t,3
222,4.256189216317549,student_t,3
223,2.4605653669157217,student_t,3
224,4.290907724785459,student_t,3
225,0.9291606377948662,student_t,3
226,-0.13039793905640618,student_t,3
227,1.2298894279500696,student_t,3
228,1.6042920368346643,student_t,3
229,2.4884673283410947,student_t,3
230,0.6693503255072901,student_t,3
231,0.9658297377324909,student_t,3
232,-0.08226366716147904,student_t,3
233,-1.4227466143333851,student_t,3
234,-1.3962873419355533,student_t,3
235,-0.40289278828089703,student_t,3
236,-0.740548256158397,student_t,3
237,0.6331513462962821,student_t,3
238,2.043412716006255,student_t,3
239,3.283494959339583,student_t,3
240,0.599404095868741,student_t,3
241,4.08155547045297,student_t,3
242,2.298618580413447,student_t,3
243,1.776857623829617,student_t,3
244,1.223156439547317,student_t,3
245,-2.201399765733381,student_t,3
246,-0.9194074960713859,student_t,3
247,0.8417096306298879,student_t,3
248,-0.11801494172960691,student_t,3
249,-2.2303189239057652,student_t,3
250,-1.8722899282925298,student_t,3
251,-0.3058461308443219,student_t,3
252,0.2963093962225678,student_t,3
253,0.07075414781720024,student_t,3
254,-0.2200782110949639,student_t,3
255,-2.3439029878135273,student_t,3
256,-1.962470050911958,student_t,3
257,-2.2380791336787533,student_t,3
258,-1.3932535167304554,student_t,3
259,-0.5583645286158745,student_t,3
260,-0.14795138472184197,student_t,3
261,0.17600906313977083,student_t,3
262,0.13245938373580318,student_t,3
263,-3.498605618566408,student_t,3
264,-2.2222518625525387,student_t,3
265,-1.4371406332550634,student_t,3
266,-1.0105354817967171,student_t,3
267,-0.7157461253952888,student_t,3
268,-2.4434271857908616,student_t,3
269,-2.661560313009688,student_t,3
270,-2.1324030154992526,student_t,3
271,0.2852115243182136,student_t,3
272,1.1370722321307583,student_t,3
273,0.0015167987747993772,student_t,3
274,-1.256339455147205,student_t,3
275,-0.38335687078224767,student_t,3
276,-2.212059711167294,student_t,3
277,-2.413973136850187,student_t,3
278,-2.1932680996284746,student_t,3
279,-1.4339620383487017,student_t,3
280,-1.1316313150980335,student_t,3
281,-1.4556608131033522,student_t,3
282,-2.9466083789187265,student_t,3
283,-3.2669073643257294,student_t,3
284,-1.9378442519163572,student_t,3
285,-2.5464575669041687,student_t,3
286,-2.9078445828032997,student_t,3
287,-3.7094285945844705,student_t,3
288,-2.7700209570935366,student_t,3
289,-3.466555822976461,student_t,3
290,-3.4123851636468236,student_t,3
291,-0.21250769490875587,student_t,3
292,-0.2299635275092666,student_t,3
293,-0.2308535403465233,student_t,3
294,0.2798026622810931,student_t,3
295,1.5823490593761524,student_t,3
296,1.6523019306573965,student_t,3
297,1.9683484390137926,student_t,3
298,0.8118979303991918,student_t,3
299,-0.4344907782930997,student_t,3
300,-0.05954718439790674,student_t,3
301,-1.3016803828811194,student_t,3
302,-0.43899800894711277,student_t,3
303,1.012034015635259,student_t,3
304,0.12099885213116335,student_t,3
305,-0.5471292050051335,student_t,3
306,3.1656098920281366,student_t,3
307,2.5570260912157985,student_t,3
308,1.2415744131274824,student_t,3
309,1.1255957683983928,student_t,3
310,2.367794418757866,student_t,3
311,1.0245272109842478,student_t,3
312,1.2977681240523156,student_t,3
313,-0.8994064780001254,student_t,3
314,-2.6453323659190864,student_t,3
315,-2.4414505485965523,student_t,3
316,-1.8742014921390586,student_t,3
317,-2.3038970259801443,student_t,3
318,-0.9078259469494455,student_t,3
319,-1.0866667636257217,student_t,3
320,-2.4503260447915114,student_t,3
321,-3.0270813038936955,student_t,3
322,-0.7324945506759808,student_t,3
323,0.1931558817939074,student_t,3
324,0.33127226744257554,student_t,3
325,-0.3140982981826671,student_t,3
326,0.4128294372841844,student_t,3
327,0.686797297265282,student_t,3
328,-1.432840925009796,student_t,3
329,-0.9858073529631122,student_t,3
330,-1.4268493058402374,student_t,3
331,-2.451331036225129,student_t,3
332,-4.66447041000408,student_t,3
333,-2.1597686369519904,student_t,3
334,-1.5110895550471217,student_t,3
335,-1.8298068779323986,student_t,3
336,-1.2313918608156913,student_t,3
337,-1.7693615082980902,student_t,3
338,-1.916707709896015,student_t,3
339,-2.509107883630891,student_t,3
340,-3.2755455765356833,student_t,3
341,1.3726530106949646,student_t,3
342,1.749750879395836,student_t,3
343,1.2991483450111365,student_t,3
344,2.222602183971776,student_t,3
345,1.3971222431928867,student_t,3
346,0.557286851682355,student_t,3
347,1.1960133334433611,student_t,3
348,0.9273355098035793,student_t,3
349,2.3120979907361154,student_t,3
350,2.9632221175069553,student_t,3
351,2.330501600200648,student_t,3
352,1.933931543768789,student_t,3
353,0.4976468793263459,student_t,3
354,0.9317961389069968,student_t,3
355,1.994272121504131,student_t,3
356,2.160127051853724,student_t,3
357,1.0843943150977524,student_t,3
358,-2.038815021963977,student_t,3
359,-1.3717588947964892,student_t,3
360,-2.31882592059625,student_t,3
361,1.5068058227775865,student_t,3
362,1.4030451653867377,student_t,3
363,0.05826198876256561,student_t,3
364,0.7222116511180017,student_t,3
365,2.0540602336818603,student_t,3
366,-0.2181048514558348,student_t,3
367,-0.049999038517656094,student_t,3
368,-1.758617937684425,student_t,3
369,-1.399323533918843,student_t,3
370,-3.1106296351049503,student_t,3
371,-4.336961761041165,student_t,3
372,-2.9254157236502754,student_t,3
373,-1.1749463817055337,student_t,3
374,-2.7846027680272685,student_t,3
375,-1.230959313185415,student_t,3
376,-1.334138682568357,student_t,3
377,-2.6089640424745824,student_t,3
378,-0.432816048389397,student_t,3
379,-0.5084557540677097,student_t,3
380,0.3202070834554627,student_t,3
381,-0.29535167689069575,student_t,3
382,-1.5474026175239293,student_t,3
383,-1.8783723398247418,student_t,3
384,-1.5087545762221843,student_t,3
385,0.3320838232766452,student_t,3
386,0.08645276549831116,student_t,3
387,0.3067214269607299,student_t,3
388,-0.4923053953772072,student_t,3
389,-0.32851667924989425,student_t,3
390,2.5027596947058828,student_t,3
391,2.318808077547212,student_t,3
392,-0.7215721051708925,student_t,3
393,1.6206179831663519,student_t,3
394,2.6778784995505847,student_t,3
395,4.447777413816162,student_t,3
396,3.2485628827672772,student_t,3
397,2.812841853012095,student_t,3
398,2.8734963656145434,student_t,3
399,1.4799721224924798,student_t,3
400,0.19290917851292888,student_t,3
401,2.137856122851531,student_t,3
402,1.6596443996577648,student_t,3
403,1.3869751685726481,student_t,3
404,1.3474945971448142,student_t,3
405,0.15707928741672328,student_t,3
406,0.23151874394282107,student_t,3
407,-0.9234322152868715,student_t,3
408,-1.7172559050494702,student_t,3
409,0.7279733021459482,student_t,3
410,-0.1626143883697171,student_t,3
411,1.2605164135114362,student_t,3
412,0.9976454315122378,student_t,3
413,0.2501273189069608,student_t,3
414,-0.15548127877337842,student_t,3
415,0.2364497305436161,student_t,3
416,1.2098214380235968,student_t,3
417,-17.717586045810517,student_t,3
418,-12.922362895294725,student_t,3
419,-10.67958799917007,student_t,3
420,-7.962645775654035,student_t,3
421,-5.346044770650934,student_t,3
422,-4.2138377465113415,student_t,3
423,-2.3275095804427677,student_t,3
424,-3.509879151015191,student_t,3
425,-2.5986044674304885,student_t,3
426,-1.853841071822,student_t,3
427,-2.24185757689529,student_t,3
428,-2.037424721613759,student_t,3
429,-1.2530003331924087,student_t,3
430,-0.7593056687355699,student_t,3
431,-0.21481923578681422,student_t,3
432,-0.658851767996535,student_t,3
433,-0.23381564381790224,student_t,3
434,-0.8104307019472219,student_t,3
435,-0.5776082322189356,student_t,3
436,-0.9066223489808148,student_t,3
437,0.014580614326884733,student_t,3
438,-0.1780778354545993,student_t,3
439,-0.663611738333088,student_t,3
440,-2.9040956334656696,student_t,3
441,-2.1777263133308122,student_t,3
442,-3.318419024824345,student_t,3
443,-1.9391994791549194,student_t,3
444,-0.20336516063845012,student_t,3
445,0.21826475927067557,student_t,3
446,0.8354216986318397,student_t,3
447,1.5325506427884714,student_t,3
448,1.0077725227434566,student_t,3
449,0.6601516338790251,student_t,3
450,-0.09778873162615265,student_t,3
451,0.21346482554228843,student_t,3
452,1.3172280809950792,student_t,3
453,0.04423890118293561,student_t,3
454,-1.239117476012504,student_t,3
455,0.16575690096964046,student_t,3
456,0.2409110641418091,student_t,3
457,3.361538967573379,student_t,3
458,1.8695994092316426,student_t,3
459,2.366246191989565,student_t,3
460,1.8458557062418581,student_t,3
461,0.4427687588569059,student_t,3
462,-0.48656893544213137,student_t,3
463,0.4995548017818165,student_t,3
464,0.5590924328332753,student_t,3
465,1.7488613461142561,student_t,3
466,1.7121882264476245,student_t,3
467,2.104008546746333,student_t,3
468,6.322795929802101,student_t,3
469,3.1411369825762634,student_t,3
470,1.9746997007045899,student_t,3
471,0.1602834259640613,student_t,3
472,1.9590189838337833,student_t,3
473,1.5636922957750294,student_t,3
474,-1.4077313406232874,student_t,3
475,-1.8401837249010062,student_t,3
476,-1.6909276743354316,student_t,3
477,0.42336016746955507,student_t,3
478,1.9112084334444426,student_t,3
479,-2.0817342925351645,student_t,3
480,-0.19914521617845637,student_t,3
481,0.3927561162275608,student_t,3
482,0.5455835951068376,student_t,3
483,0.6098059337560557,student_t,3
484,0.025798152777957495,student_t,3
485,-0.18772415844011722,student_t,3
486,0.7358730578927009,student_t,3
487,0.8206392549043505,student_t,3
488,-1.516630211768573,student_t,3
489,-2.7361886196445546,student_t,3
490,-1.141163400539583,student_t,3
491,1.3681089741229284,student_t,3
492,-1.363985935026518,student_t,3
493,-0.11138771060888752,student_t,3
494,-1.3257585275599544,student_t,3
495,1.9448955384995652,student_t,3
496,0.03001446763664628,student_t,3
497,2.588760562204313,student_t,3
498,1.2892453420674657,student_t,3
499,0.8615726562579945,student_t,3
500,0.6226119808517859,student_t,3
501,-0.3555914020622135,student_t,3
502,-1.9490318684648282,student_t,3
503,-1.8874082559107614,student_t,3
504,0.34242700737873744,student_t,3
505,-0.7238580406699219,student_t,3
506,-1.5800405880213384,student_t,3
507,-2.2248043836149525,student_t,3
508,-1.6495213715291341,student_t,3
509,-3.403323552129113,student_t,3
510,-2.4850655749849304,student_t,3
511,-6.300513799420676,student_t,3
512,-4.575583137155737,student_t,3
513,-2.7153035899214464,student_t,3
514,-1.9848882887706019,student_t,3
515,-2.1065947269027543,student_t,3
516,-1.606893726130803,student_t,3
517,-1.547038845906859,student_t,3
518,-1.7015180451858727,student_t,3
519,-2.1549082176233743,student_t,3
520,0.3660100184123911,student_t,3
521,0.7534164671617283,student_t,3
522,-0.7183930055615194,student_t,3
523,-1.045573463650983,student_t,3
524,-1.817495625797267,student_t,3
525,-1.0231355828038329,student_t,3
526,-3.081713750929887,student_t,3
527,-2.727525888679833,student_t,3
528,-2.0292402288159708,student_t,3
529,-3.3162340265318155,student_t,3
530,-5.254761981189319,student_t,3
531,-3.802363676480867,student_t,3
532,-2.6875257061391427,student_t,3
533,0.1175273307393172,student_t,3
534,0.7059161478208328,student_t,3
535,-1.8831992874400545,student_t,3
536,-1.3433052963285934,student_t,3
537,-1.1087672245373004,student_t,3
538,-0.9445945377931142,student_t,3
539,-0.6173786640877446,student_t,3
540,-1.1226369771649563,student_t,3
541,-2.8766026124964,student_t,3
542,-3.839466051741682,student_t,3
543,-2.2835620921626587,student_t,3
544,-1.9789222622952582,student_t,3
545,-1.2399000475565198,student_t,3
546,-3.5704136928084615,student_t,3
547,-3.2918497817458197,student_t,3
548,-0.9624587957694162,student_t,3
549,-1.7231296735011556,student_t,3
550,-1.139497268810782,student_t,3
551,-0.8621257591757427,student_t,3
552,-3.9338271449963815,student_t,3
553,-8.758587875307507,student_t,3
554,-8.412550264780508,student_t,3
555,-6.414075722464698,student_t,3
556,-4.144015721678614,student_t,3
557,-2.5570806682726204,student_t,3
558,-2.679016168789384,student_t,3
559,-2.1147638841726155,student_t,3
560,-1.7978686150325827,student_t,3
561,1.9735174637444826,student_t,3
562,0.7987044310389376,student_t,3
563,-0.00469780440415013,student_t,3
564,0.6586781613872938,student_t,3
565,0.10165753201742989,student_t,3
566,-0.44945466715658544,student_t,3
567,-1.7788347295201186,student_t,3
568,-3.7059005943421743,student_t,3
569,-2.652266526282462,student_t,3
570,-1.5369848337433771,student_t,3
571,-4.8337858935991616,student_t,3
572,-3.4143026964078413,student_t,3
573,1.7410737384221617,student_t,3
574,1.5028469621699996,student_t,3
575,0.5158599120694454,student_t,3
576,-0.7539778938930265,student_t,3
577,-1.8148475240571105,student_t,3
578,0.07114791761727468,student_t,3
579,-0.9649828503350762,student_t,3
580,-0.21725698347224798,student_t,3
581,0.00867811131890861,student_t,3
582,-1.3719450751966862,student_t,3
583,-1.2492359442421503,student_t,3
584,2.1188300307200505,student_t,3
585,0.7097352398727532,student_t,3
586,-0.20242530936576553,student_t,3
587,-1.3748135685891159,student_t,3
588,0.24264177619960636,student_t,3
589,1.319747207759534,student_t,3
590,-0.7376053320377373,student_t,3
591,-0.23683476525827513,student_t,3
592,0.23043985370686546,student_t,3
593,0.025761972633253888,student_t,3
594,0.055016626367462476,student_t,3
595,-0.17337732266150835,student_t,3
596,-0.12828693991467963,student_t,3
597,3.9631368284069612,student_t,3
598,3.5158702859544633,student_t,3
599,2.3650710500494014,student_t,3
600,-0.996121145160759,student_t,3
601,-1.3307067150260994,student_t,3
602,-0.35843645346706976,student_t,3
603,-1.5430992056460386,student_t,3
604,-3.6218672596735297,student_t,3
605,-2.5105172638567006,student_t,3
606,-2.287749413703215,student_t,3
607,-0.9332580962779736,student_t,3
608,-1.2265123857906621,student_t,3
609,0.040990657430651556,student_t,3
610,-1.1376333039703048,student_t,3
611,-0.2791883089361259,student_t,3
612,0.42614026542151934,student_t,3
613,0.1620455320692987,student_t,3
614,0.27336065417032046,student_t,3
615,0.20757975461843997,student_t,3
616,0.12520030079712113,student_t,3
617,-3.2281631566614717,student_t,3
618,-5.35195079449843,student_t,3
619,-3.2073345908848516,student_t,3
620,-1.86330953070359,student_t,3
621,-0.7231199355967839,student_t,3
622,-1.686563533791951,student_t,3
623,-1.6695853088147732,student_t,3
624,-2.1853912959840787,student_t,3
625,-1.1358388806586366,student_t,3
626,-0.6101719651388176,student_t,3
627,0.279650716637934,student_t,3
628,-0.393591425765077,student_t,3
629,0.06392970631332268,student_t,3
630,0.5745487476460794,student_t,3
631,0.8146893660176524,student_t,3
632,-0.37675299431662623,student_t,3
633,-0.05348966239222805,student_t,3
634,-0.17347679270640215,student_t,3
635,-1.3185120616796817,student_t,3
636,0.28680935265490515,student_t,3
637,0.29979264954956764,student_t,3
638,0.7583246638397575,student_t,3
639,0.1305456403415856,student_t,3
640,1.1680438093271022,student_t,3
641,0.7511562912693424,student_t,3
642,0.7785128619860416,student_t,3
643,-0.1424853571947805,student_t,3
644,1.167847487357842,student_t,3
645,-4.79135054855092,student_t,3
646,-1.1310251545483947,student_t,3
647,-1.2125508048616231,student_t,3
648,-0.7590218813175944,student_t,3
649,0.04659551311169252,student_t,3
650,1.9338943764605392,student_t,3
651,2.6697967928266872,student_t,3
652,2.5344220692870776,student_t,3
653,1.2534623382177672,student_t,3
654,1.051264971012746,student_t,3
655,-0.6307286372346169,student_t,3
656,0.609803355771843,student_t,3
657,0.39268549105866646,student_t,3
658,-1.5212953316025613,student_t,3
659,-1.3943245197683194,student_t,3
660,0.044389981396358635,student_t,3
661,0.6562271447699612,student_t,3
662,-0.2954824871940844,student_t,3
663,1.8604347561092878,student_t,3
664,3.4746419365432084,student_t,3
665,2.014575162913334,student_t,3
666,1.475351608333416,student_t,3
667,-3.258350005710498,student_t,3
668,-4.872250914326232,student_t,3
669,-7.719978373715826,student_t,3
670,-5.480354160934443,student_t,3
671,-4.860642838185984,student_t,3
672,-3.0716332309578944,student_t,3
673,-4.737163467393653,student_t,3
674,-6.452197066617324,student_t,3
675,-4.777854690413133,student_t,3
676,-4.299987995084355,student_t,3
677,-2.775116713054971,student_t,3
678,-0.7329548624158921,student_t,3
679,-1.8165230532799534,student_t,3
680,-2.1342834267027833,student_t,3
681,-3.588853556259236,student_t,3
682,-4.188853653752732,student_t,3
683,-3.0595113983244486,student_t,3
684,-1.9378566697012163,student_t,3
685,-1.3445343146076807,student_t,3
686,-0.16314002478277856,student_t,3
687,-3.2283718472564282,student_t,3
688,-3.530741244408236,student_t,3
689,-1.5562317256345204,student_t,3
690,0.0215888421129935,student_t,3
691,-0.9133363212876525,student_t,3
692,0.9387814271303965,student_t,3
693,0.7241688819302541,student_t,3
694,0.8467538261030805,student_t,3
695,0.870527821313287,student_t,3
696,-0.5426569835517254,student_t,3
697,-1.0781225765705762,student_t,3
698,-5.963589165351154,student_t,3
699,-2.9026460889664074,student_t,3
700,-2.4064670431650015,student_t,3
701,-1.1418215554078865,student_t,3
702,-0.9008694131838082,student_t,3
703,-0.8358298784314846,student_t,3
704,-1.3464934163955133,student_t,3
705,-1.7466875536087385,student_t,3
706,-1.4699219372937837,student_t,3
707,0.46508296242419345,student_t,3
708,0.955920400481604,student_t,3
709,1.4501396249556813,student_t,3
710,1.197646008186787,student_t,3
711,0.845425217047783,student_t,3
712,2.0648317206289786,student_t,3
713,1.5958343096366967,student_t,3
714,1.2580950824362855,student_t,3
715,0.9095202623382416,student_t,3
716,0.4032964911918442,student_t,3
717,0.32134624029305225,student_t,3
718,-0.2058195428924546,student_t,3
719,1.994754790635455,student_t,3
720,1.3449765123477322,student_t,3
721,0.5338709268907003,student_t,3
722,0.5942103796837749,student_t,3
723,-0.5237071803496813,student_t,3
724,0.3148019071419964,student_t,3
725,0.5121580915558502,student_t,3
726,0.004375287323839017,student_t,3
727,0.9527556904961788,student_t,3
728,1.5659256735268392,student_t,3
729,-0.07772660829794265,student_t,3
730,1.2807398095392188,student_t,3
731,0.8664034401864712,student_t,3
732,-1.1587740915121143,student_t,3
733,-1.2066124951769992,student_t,3
734,2.34965270878251,student_t,3
735,0.18439002607902677,student_t,3
736,-2.8198454712908796,student_t,3
737,-1.2002484855785909,student_t,3
738,1.259083339367017,student_t,3
739,0.2633034001971126,student_t,3
740,0.45893208797319573,student_t,3
741,0.897115652705051,student_t,3
742,1.0555463722940992,student_t,3
743,1.2264780079487347,student_t,3
744,1.3830764430517086,student_t,3
745,-1.1712758675951345,student_t,3
746,-5.774535167470544,student_t,3
747,-4.31792735536867,student_t,3
748,-3.0808263174866046,student_t,3
749,-1.4598970690607616,student_t,3
750,-0.6562083503649674,student_t,3
751,0.709698335348548,student_t,3
752,0.30137945063760785,student_t,3
753,1.0627036428661096,student_t,3
754,0.9619714795229201,student_t,3
755,-1.2824002101227285,student_t,3
756,-1.927208857615822,student_t,3
757,-1.6011257533997862,student_t,3
758,-0.8442888157919415,student_t,3
759,-1.1023324913237322,student_t,3
760,-0.32096390892750926,student_t,3
761,-2.2023066986833353,student_t,3
762,-2.5799216817272566,student_t,3
763,-1.573340715185337,student_t,3
764,-2.570804263714737,student_t,3
765,-1.4704694937756813,student_t,3
766,1.3323357630853523,student_t,3
767,-0.2599027391898584,student_t,3
768,0.6921546727843588,student_t,3
769,-0.6304750936159729,student_t,3
770,0.20888438061271591,student_t,3
771,-0.4131028927020075,student_t,3
772,0.7910751138903761,student_t,3
773,-6.150037057591873,student_t,3
774,-2.8633988785745803,student_t,3
775,-3.6101739945165194,student_t,3
776,-3.2554647809725696,student_t,3
777,-2.3219569175143473,student_t,3
778,-2.261314855836514,student_t,3
779,-1.6407976315228017,student_t,3
780,-1.296391555476889,student_t,3
781,-0.3721397200895311,student_t,3
782,-0.13485879774628712,student_t,3
783,0.16539427151519814,student_t,3
784,0.5422820705394729,student_t,3
785,-0.027432232446401972,student_t,3
786,-0.4572355967800622,student_t,3
787,0.4457443108031085,student_t,3
788,-0.1965672421893786,student_t,3
789,1.2038747787930706,student_t,3
790,1.15440682082441,student_t,3
791,1.6760182000768817,student_t,3
792,0.17222617759270786,student_t,3
793,-0.13982271988537748,student_t,3
794,1.797811586985176,student_t,3
795,-0.11054058725837379,student_t,3
796,0.343684444861748,student_t,3
797,-0.6509827718627157,student_t,3
798,2.6135353900991727,student_t,3
799,1.3255346611588052,student_t,3
800,-0.781981321689077,student_t,3
801,-0.45477533546583804,student_t,3
802,0.9885325355242012,student_t,3
803,-5.218939469552357,student_t,3
804,-6.766628843149851,student_t,3
805,-4.672089625936343,student_t,3
