timestamp,value,shock_indicator
99,-0.9475559634789273,0
100,-0.5050510544621937,0
101,-1.2977970850851337,0
102,-0.528223979686016,0
103,-0.1712647430213581,0
104,0.02195128210611165,0
105,-0.41306212412335586,0
106,2.629473460250595,1
107,1.6096632249748826,0
108,2.0429401377815437,0
109,0.8148949998911126,0
110,-1.0500308609202675,0
111,-1.0226946332060718,0
112,-0.9583401716132913,0
113,-0.09865840037231677,0
114,0.7197345146545235,0
115,-0.22455960465867508,0
116,0.4079685971385004,0
117,2.2236066280535285,0
118,1.0119996897556722,0
119,-2.4898308877769675,1
120,-1.548365453871886,0
121,1.5731898279024974,1
122,1.640860975122098,0
123,2.5692919296179455,0
124,-0.36470288240347526,1
125,-0.18123775427159516,0
126,1.708964447873648,0
127,1.4262185855897331,0
128,-0.6359022991250126,0
129,0.8961642204609974,0
130,0.8961884058811715,0
131,1.4280159898218185,0
132,0.41789070745232537,0
133,0.8684557588067219,0
134,-3.823520044327812,1
135,-10.855602158269905,1
136,-8.137618788789256,0
137,-4.232100903622227,0
138,-1.1801592263592646,0
139,-1.2514804991869513,0
140,-0.9080315021620198,0
141,1.1927497458901266,0
142,-2.582318598995289,1
143,-0.8360534505344291,0
144,-0.9011630916267375,0
145,0.49912836694267804,0
146,0.5059559103588407,0
147,-1.1470957811611995,0
148,-1.431437983196002,0
149,-1.3516711864724713,0
150,-1.157958059795965,0
151,-0.9874428050034825,0
152,2.390763964731252,1
153,-6.618712681757265,1
154,-3.518340171843467,0
155,4.22605846540487,1
156,8.422655528056003,1
157,5.424366397339733,0
158,9.601546107598601,1
159,4.584640181571785,1
160,1.758452902931267,0
161,1.594668904294236,0
162,8.993668382655937,1
163,8.563517048643826,1
164,5.63073680272132,0
165,3.5426871521042935,0
166,3.397284219628412,0
167,3.010909263999255,0
168,2.0202152874010584,0
169,1.438087150122089,0
170,-0.07177377790377792,0
171,0.5603153134280199,0
172,5.096666846490198,1
173,2.50346365912646,0
174,1.9467014256981459,0
175,1.590702942982139,0
176,1.952042296408469,0
177,1.143577897531583,0
178,1.9931959837633162,0
179,2.2629119044301884,0
180,0.1592359608855285,0
181,-0.4814556884098096,0
182,-1.0550065310880443,0
183,-2.336170687972568,0
184,-0.937688455952108,0
185,-0.6001110939415838,0
186,-1.3604341141701901,0
187,-0.9035735687659848,0
188,0.7238544072528077,0
189,0.5413819895642801,0
190,-0.7718574331285556,0
191,5.30676592002077,1
192,2.7044471967088892,0
193,3.9965665516875966,1
194,2.058698765973877,0
195,13.861216052455426,1
196,10.371925814463133,0
197,8.62962489313896,0
198,6.294297224240317,0
199,3.3983490702672565,0
200,2.0532445642669535,0
201,2.6154923571635766,0
202,3.8132033337166265,0
203,8.517480518005165,1
204,2.7814246615977294,1
205,0.22569219756328707,0
206,1.4406809943505117,0
207,0.22799144489876744,0
208,-3.6194217934378186,1
209,-1.2366113665530725,0
210,-1.145634025860895,0
211,5.848821556481095,1
212,-1.9417571452992828,1
213,-2.802030319796348,0
214,-2.0059693086118204,0
215,-2.926816130244721,0
216,-2.780513648168471,0
217,-0.7061801893359494,0
218,-0.20259900488749522,0
219,-1.2512085521773688,0
220,-1.9895267849934763,0
221,-3.7000996439715155,1
222,-4.647498643103958,1
223,2.7953664033696826,1
224,1.8372215485270145,0
225,1.5176305748932775,0
226,0.7599288764859043,0
227,0.6291642341645911,0
228,-1.3572670402805738,0
229,-5.856615284005474,1
230,-3.8025950988632236,0
231,-2.364269925441757,0
232,-9.11596545482276,1
233,-7.265641582572652,0
234,-6.080963318779496,0
235,-4.681891586431639,0
236,-3.3451962639486235,0
237,-1.2107333972133296,0
238,-1.3022441892260286,0
239,-2.113208717421278,0
240,0.7722539490190421,1
241,0.24069178948725134,0
242,-0.7524771003232151,0
243,-1.0426072234371895,0
244,0.987405194289075,0
245,-0.2798757317168843,0
246,-10.016152858072664,1
247,-7.347018709963934,0
248,-3.350455989821657,0
249,1.0079495913814793,1
250,0.8301995338085489,0
251,-0.4387249325189633,0
252,0.13989202512750387,0
253,-0.5508818293869635,0
254,5.411585101423114,1
255,4.492489244674616,0
256,2.0552242999099435,0
257,1.5446279667012304,0
258,0.6681729065172477,0
259,0.6770094031213277,0
260,-0.3294366315651724,0
261,-1.3724874553636477,0
262,0.5331058249558699,0
263,1.5905438790580102,0
264,3.0655760619410115,0
265,1.7666370139774177,0
266,0.8051324413735779,0
267,-0.8497237556894297,0
268,-0.24586022749469844,0
269,0.07381929500967396,0
270,-0.11598139070563798,0
271,0.628709122823941,0
272,2.290846285140071,0
273,1.6649780774435994,0
274,1.3127567347235491,0
275,0.296262657383061,0
276,-0.6562433416877627,0
277,-0.6912610027179824,0
278,-4.448198206543064,1
279,-5.274871804945081,1
280,-3.062408177279786,0
281,-0.5830114835719369,0
282,1.2089012320590333,0
283,2.0103634456181543,0
284,0.7085198676073587,0
285,0.5160634985088028,0
286,0.24558813129577314,0
287,6.2496395758564915,1
288,4.759199122770769,0
289,3.1717384261185884,0
290,3.78159826975424,0
291,1.6183915046702804,0
292,0.7241897262882447,0
293,-0.8076204732728807,0
294,-0.18323966392105778,0
295,0.6047698104578626,0
296,0.6373773659241762,0
297,0.44975791877059657,0
298,1.484961809605523,0
299,0.5465693944069522,0
300,-7.290592688416984,1
301,-6.818026598961205,0
302,-3.9710277967315872,0
303,-0.5198117361332191,1
304,8.924184032898435,1
305,5.667713347118425,0
306,3.82986205581837,0
307,3.3293360840880233,0
308,1.3495216611517595,0
309,-0.6613507485973665,0
310,0.20543228988227896,0
311,0.15632514137768005,0
312,-1.5572029015832922,0
313,-1.3371407396550352,0
314,-0.7617265308496013,0
315,-0.9031642840873836,0
316,-0.8780560753842224,0
317,-1.4049180701715824,0
318,-1.8811640507925103,0
319,-3.7771813547727335,1
320,-4.131099067348015,0
321,-4.231158257160501,0
322,-1.8056822458568025,0
323,-1.9355384023245479,0
324,-1.2486782565017316,0
325,-0.06438601235718411,0
326,-0.4312115291715656,0
327,-2.428197315619143,1
328,-1.21569435910442,0
329,-0.03053936540964297,0
330,1.3730015668012034,0
331,0.5404451384192006,0
332,-0.4621737236681668,0
333,-4.346285679217593,1
334,0.05942882458503851,1
335,0.9172234580657522,0
336,1.0175787942834915,0
337,2.542373652633667,0
338,3.0394233218449296,0
339,1.2213379187140365,0
340,1.7636461257147937,0
341,-0.09149111678065336,0
342,-1.1167425758038605,0
343,0.6759345419201873,0
344,2.3723790797235518,0
345,2.1720194817047056,0
346,3.383953092894152,0
347,2.5083854080388415,0
348,3.3090619736784515,0
349,3.197625152154987,0
350,2.2097744823495353,0
351,1.1434292245338555,0
352,3.2448276216622265,1
353,3.280267195463157,0
354,1.6502294820213286,0
355,0.985816950773912,0
356,1.29650451064852,0
357,-1.105213913975552,1
358,0.02336133949447705,0
359,-0.2541674770478549,0
360,3.0936331537614805,1
361,2.100986369799133,0
362,4.016032926741726,1
363,9.369874559185064,1
364,5.48880916416586,0
365,1.844983069222213,0
366,0.40239982060473467,0
367,-11.90952660703944,1
368,-9.17621534052865,0
369,-6.378016842199811,0
370,-3.0949385834781244,0
371,-2.8611967344244844,0
372,-1.3480993131988603,0
373,-1.0891285137340683,0
374,-0.40619160743225163,0
375,-0.6937306207217698,0
376,-0.793825689909349,0
377,1.8738547164588226,1
378,0.7780583046309143,0
379,-0.8201943438199336,0
380,-1.2797413308673375,0
381,-1.4800475485218727,0
382,0.34050948061923414,0
383,0.09900883157570872,0
384,-1.2730752911178536,0
385,9.994606048689855,1
386,6.860188842376287,0
387,3.29790740176134,0
388,3.325825632854847,0
389,1.6065099477706235,0
390,2.2957207775097794,0
391,4.9748226957052575,1
392,-1.357889566335475,1
393,1.9136709214864802,1
394,1.3742522489128945,0
395,1.9472366799336154,0
396,1.7082282971614045,0
397,2.529723101664408,0
398,0.02133342826785789,0
399,0.21842991876948537,0
400,1.572617328300967,0
401,2.684837803420895,0
402,1.3204035737748687,0
403,5.414799814923977,1
404,4.591395607415213,0
405,2.4859770230222193,0
406,3.877623718058623,1
407,3.027986161987369,0
408,2.366431107244283,0
409,2.3420030712278885,0
410,1.7231603755413956,0
411,0.8953437990309341,0
412,1.4658240903113535,0
413,-2.1320289375952894,1
414,0.592755610439629,1
415,-1.4978006399722772,0
416,-0.8710585619666673,0
417,-1.0158357145880565,0
418,3.357532801043206,1
419,3.4953885231376667,0
420,4.467017411733907,1
421,3.432744631579682,0
422,3.0964565217748534,0
423,0.6668505324515759,0
424,-0.27060529387224347,0
425,0.22516445048238423,0
426,0.6289363985029339,0
427,4.712480822705537,1
428,1.9442476211408257,0
429,1.5870466919273658,0
430,1.6366670541758488,0
431,9.081676452748642,1
432,7.7333784149359746,0
433,5.601493153153921,0
434,2.0898521300806143,0
435,1.0213600991557277,0
436,-1.2939623929483766,1
437,0.19713820667361237,0
438,0.009872425770561383,0
439,0.1540683947608156,0
440,1.0270581045546021,0
441,-1.072242226324136,0
442,1.857863745485609,1
443,-6.668901345529511,1
444,-3.7091210204385754,0
445,5.055439686075681,1
446,10.62220568270242,1
447,7.818211960133684,0
448,6.060075245006886,0
449,2.8469314820835074,0
450,2.9773553648370656,0
451,1.6592674983551379,0
452,1.0581750891320052,0
453,0.4584942873992081,0
454,-2.191867514975784,1
455,-3.1056100957798343,0
456,-2.3729630689779464,0
457,-0.7396274339984871,0
458,-1.7080698943609072,0
459,-0.7695080811475108,0
460,0.8500106215348618,0
461,-0.25959775664283213,0
462,-4.796811961612634,1
463,-1.830425104720279,0
464,-0.5196352058194197,0
465,0.17017930884874188,0
466,-0.5726202224620437,0
467,-0.6817754968897041,0
468,-0.9243639043333731,0
469,0.9157566201784395,0
470,0.39907923443641663,0
471,0.0985035433734816,0
472,0.8603415296372559,0
473,0.4513798693562832,0
474,-1.265305099308999,0
475,-2.0511616099777275,0
476,-1.2288617968539333,0
477,1.2489620413597882,1
478,2.050232134121893,0
479,0.5395909976041975,0
480,2.4723514283692256,1
481,6.762159932375679,1
482,4.790388562183583,0
483,4.207401495926232,0
484,-0.6514649810150783,1
485,-1.0546585044558678,0
486,-1.0683020779856016,0
487,-1.1044600482025462,0
488,0.6372339183806582,0
489,-0.20058835189618712,0
490,0.3028576757660285,0
491,1.601638489901816,0
492,2.629918542520092,0
493,1.2830647559332806,0
494,2.6735237623652632,0
495,2.4309345406693605,0
496,0.3856011190912767,0
497,0.007630776174449794,0
498,0.7944939771157651,0
499,0.2577209315804764,0
500,-1.1628865535057253,0
501,-1.0540488488974804,0
502,0.9629778037057588,0
503,0.7460905988701754,0
504,0.5548697014539312,0
505,1.4856812578119114,0
506,-5.753578584492146,1
507,-4.466275740093325,0
508,-4.0439958648568535,0
509,-1.7162634637684786,0
510,-2.8897631848518945,0
511,-2.1524570730205355,0
512,-1.0592326684369093,0
513,1.1849711911166656,0
514,0.753635129127863,0
515,2.744084818439582,1
516,2.4700457491579435,0
517,6.62063662391696,1
518,3.806877757504841,0
519,2.8233556543749407,0
520,1.0213083938238348,0
521,-0.5102315917009923,0
522,0.22123028499399394,0
523,-0.09232964700651478,0
524,-1.4257841769038453,0
525,1.3473950464473434,1
526,-1.0887356410180353,1
527,-0.6763055681749884,0
528,-1.8427095313249167,0
529,-0.4154151122625055,0
530,-0.34929944383374045,0
531,4.1546181794215675,1
532,0.5048525656000744,1
533,-0.16218984737403846,0
534,-0.13434435282883708,0
535,0.30475479580977394,0
536,0.45590652266624077,0
537,1.3338765561472599,0
538,-0.004653356606191705,0
539,-2.146626399642423,1
540,-1.2840638904650645,0
541,-0.6298403374880366,0
542,-1.8917962442664626,0
543,-0.5394759502639943,0
544,-4.91113564986411,1
545,-2.055770843490646,0
546,-10.113620906251597,1
547,-6.214015051095493,0
548,-4.9581825725558915,0
549,-4.523138658931636,0
550,-2.7178601904151356,0
551,-2.325011067995928,0
552,-6.259274459802766,1
553,-2.57506551631222,0
554,-0.6644445717190282,0
555,-0.6463420572577099,0
556,0.28561320671716967,0
557,1.773194881388497,0
558,2.6025153858441326,0
559,1.8058995877427308,0
560,0.08786401542550681,0
561,1.0149255241579196,0
562,-10.014806494108955,1
563,-6.974435905718457,0
564,-5.1311613614778055,0
565,-4.4081609764076095,0
566,-3.4883725565742276,0
567,-1.5357655625726299,0
568,-2.0813771253248503,0
569,-3.735468586971705,1
570,-2.401064616391812,0
571,-0.2727837573542955,0
572,2.8631837350140676,1
573,-0.36849420801192867,1
574,-1.013867405964025,0
575,-5.165039544591888,1
576,-3.9524865754169762,0
577,-6.583052291642027,1
578,-0.6160897592707117,1
579,-0.11597261136673831,0
580,-2.6799874550582583,1
581,-2.4368691857921547,0
582,-1.8436409576346455,0
583,-0.6887687592927159,0
584,-1.5354221969076047,0
585,-2.14575789665379,0
586,-6.796539554199191,1
587,-5.682945836284312,0
588,-4.587880071838864,0
589,-2.271875981799512,0
590,-2.549901702651101,0
591,-1.8496255749602661,0
592,2.31297250456491,1
593,0.9594013864018041,0
594,1.3668961570601663,0
595,0.28558764083950405,0
596,1.145946798004644,0
597,-0.13678772644840975,0
598,-0.39846678729746476,0
599,-1.4511369265844376,0
600,-1.1428523243080462,0
601,-1.6185853154723748,0
602,-10.902910899104281,1
603,-18.662983387667605,1
604,-13.44179931963649,0
605,-11.639500625353026,1
606,-6.333478457632068,0
607,-13.449841601589629,1
608,-9.58758011089988,0
609,-6.662520170830121,0
610,-3.1265527324044524,0
611,-3.126897607671961,0
612,-2.958482482059584,0
613,-2.6078329237855313,0
614,-0.8758940450923066,0
615,0.02232167553245068,0
616,-1.616482890899875,0
617,0.6166231329539702,0
618,1.0741959889043025,0
619,1.328486763723404,0
620,2.7011396591157513,0
621,2.0645200868358775,0
622,-0.2157004501554094,0
623,1.044499862850076,0
624,-6.145639961611588,1
625,-5.133960246660525,0
626,-4.3036577928228565,0
627,-1.8720847220002852,0
628,-1.6722576406324612,0
629,-2.4843887287381077,0
630,3.3317917584488876,1
631,2.560345108061483,0
632,5.129565758014183,1
633,2.92621572363422,0
634,2.150013416430246,0
635,1.1898842025605303,0
636,5.1948062405318876,1
637,3.8956457058106193,0
638,1.0214984971815544,0
639,-1.1096674059591691,0
640,-0.6257658420564882,0
641,7.011287840267177,1
642,5.397377346012884,0
643,2.9644304118581233,0
644,3.128511512400596,0
645,2.2668038575329086,0
646,2.9260708851005015,0
647,1.405655416060322,0
648,0.14151468774658404,0
649,1.1402685381766906,0
650,-1.0562501323736964,0
651,-0.9058308695818893,0
652,-1.982765022798616,0
653,0.06362547708637023,0
654,-2.142717782469211,1
655,-2.4206723167588167,0
656,-5.401196024240046,1
657,-4.564531563831951,0
658,-2.903868378745332,0
659,-1.883992659617982,0
660,-1.6483466737459531,0
661,-2.58357788174328,0
662,-1.1177709236790738,0
663,-9.497176314515796,1
664,-4.961005822458711,0
665,-3.125896125461659,0
666,-2.5664691313652304,0
667,-3.0048782759832338,0
668,-3.0851841371015665,0
669,-4.105263955700087,0
670,-1.1478152036962046,0
671,-1.6582905059751327,0
672,0.4513057765034807,0
673,0.0983840744831333,0
674,0.2859668638866245,0
675,3.7940588556269623,1
676,5.728019352659436,1
677,-1.8449322588067227,1
678,3.327943478821856,1
679,3.717936260663772,0
680,3.9834233179463507,0
681,2.5381818632516353,0
682,3.4955066470154996,0
683,5.4392112380434785,1
684,4.8935653969333845,0
685,3.7269687136399376,0
686,2.3036866586461704,0
687,15.917851061544152,1
688,9.336836605866692,0
689,6.83701872582555,0
690,4.305469503656637,0
691,3.909608381580139,0
692,2.0483338116878747,0
693,2.2839012738564275,0
694,2.4803821558474155,0
695,0.2362626616185164,0
696,0.30385364806870124,0
697,-0.06538803804143647,0
698,1.1422698416319792,0
699,-0.5022303104314662,0
700,-0.39373043057348256,0
701,0.3926654550023343,0
702,-5.130136098053733,1
703,-9.39208094104433,1
704,-9.671891433880113,1
705,-6.900303635391222,0
706,-5.727005995442352,0
707,-3.1368942410387683,0
708,-3.7439030350160443,0
709,-4.061859332014233,0
710,-1.9768431850574426,0
711,0.40443849342738614,0
712,5.531920206226078,1
713,2.9716745408787073,0
714,3.170090753192962,0
715,3.456737260768933,0
716,2.7667944092589694,0
717,1.3147624633134296,0
718,0.6718038028145081,0
719,1.080879886900565,0
720,2.020598944468558,0
721,2.2611272279957624,0
722,1.7769897711160558,0
723,0.5554085912010733,0
724,0.9389232412516192,0
725,0.9221113852651023,0
726,2.601822997832734,0
727,1.2008175536755354,0
728,1.5863465604699702,0
729,3.1247241425758854,1
730,3.2798829063246586,0
731,4.454043050825254,1
732,-0.5420791182374227,1
733,-1.0755478520960984,0
734,-1.4702140609193906,0
735,-2.69008215531296,0
736,-2.2556255634411118,0
737,-1.3880393625216292,0
738,-0.9923108374130529,0
739,-0.036026492845232294,0
740,2.0900099562520915,1
741,1.593826028134483,0
742,2.1859223914450947,0
743,3.874063803390337,1
744,4.294223444272901,0
745,3.889648217973514,0
746,1.8743530905708212,0
747,1.062326960432307,0
748,2.071448899602748,0
749,2.7628555678564597,0
750,3.368724408692912,0
751,1.7588573949672623,0
752,0.765134375629066,0
753,-0.3181814584582371,0
754,-1.534521404555196,0
755,0.9255524217652069,0
756,2.0723008801956775,0
757,1.7003401957527122,0
758,1.2320822613946851,0
759,-0.07480428325100474,0
760,1.4306691678684083,0
761,0.1084960056496499,0
762,-1.2318909840224046,0
763,-0.07283377598873442,0
764,0.6568269955620732,0
765,0.2143890828349875,0
766,1.3701311634770756,0
767,2.2688809267991887,0
768,1.5999057943395418,0
769,1.3921316514529714,0
770,1.57976057691355,0
771,0.5097194266173929,0
772,-0.46453682087037856,0
773,-3.2303334276565,1
774,-2.801578321013676,0
775,-1.515850023520776,0
776,-2.4136494398120583,0
777,-0.46187801936087025,0
778,-0.6333605017312103,0
779,-1.3225852954359067,0
780,-1.2905304910495552,0
781,-1.7173826713311584,0
782,-1.8100183013178015,0
783,-1.705061806214953,0
784,-1.366458121742629,0
785,-2.632572200068192,0
786,-2.716145808868147,0
787,-0.5538093836244926,0
788,-1.4114531148985205,0
789,1.3654262320741415,1
790,-0.5439839140832016,0
791,2.905039002338761,1
792,1.5840241579183716,0
793,0.7242975948246166,0
794,0.046685743389690004,0
795,7.670578019048656,1
796,5.255465648127032,0
797,6.2322712752776095,1
798,5.263907822594765,0
799,2.3968897970759877,0
800,3.0555279253435668,0
801,0.6341090770487128,0
802,1.786141071834056,0
803,1.3603457255974885,0
804,2.5236613473538356,0
805,1.762692119955394,0
806,3.215704798775622,0
807,1.5939629790090852,0
808,0.1760200927484159,0
809,8.749907545052391,1
810,13.2695699107201,1
811,-0.8706192455463544,1
812,-2.7114244286787863,1
813,-1.728397577607573,0
814,-1.3993933882222427,0
815,-1.8148641238469732,0
816,-0.9155362948772441,0
817,-0.5725977969505607,0
818,5.00694901361668,1
819,4.03599590312012,0
820,1.742189718191888,0
821,0.9490544931881877,0
822,-1.1111510281948136,0
823,-0.0876053578539514,0
824,-2.3291277166497237,1
825,-0.9291951604626765,0
826,-1.2436478517002452,0
827,-2.8713497842531144,1
828,-1.527083100677936,0
829,-2.8585679005316176,0
830,-2.070431744454751,0
831,-1.206373528301069,0
832,-0.876474493749691,0
833,-0.9509202232112248,0
834,-1.640670059814579,0
835,5.796486539417704,1
836,4.035263258057835,0
837,2.3034792999282736,0
838,1.4723595336994184,0
839,1.3533396438034426,0
840,1.8638827455253275,0
841,0.6937426710092,0
842,0.7555585149870014,0
843,0.8821029928377878,0
844,1.716034586198473,0
845,0.6657249898659546,0
846,0.7365553687362061,0
847,-0.0983284653420784,0
848,-0.567445182623218,0
849,0.8129981117850942,0
850,-1.2549216796276905,0
851,-1.9262293109226185,0
852,-1.2239230666018432,0
853,-0.962552024826943,0
854,-0.6020777890560058,0
855,-1.7732195497401282,0
856,-4.607707434449535,1
857,-3.6143712953966194,0
858,-3.0856059070628055,0
859,-1.8549685197641033,0
860,-1.0097228161983087,0
861,0.4452686417980455,0
862,-7.328869913031542,1
863,-5.868553934219653,0
864,-2.421819449682444,0
865,3.263580254470348,1
866,3.1208585167068286,0
867,4.542832328294523,1
868,3.644243453211608,0
869,2.948172135103516,0
870,10.116592329592274,1
871,6.548192892289989,0
872,6.192109826795207,0
873,4.891627114503304,0
874,10.756440103573382,1
875,8.750508324508866,0
876,3.9202827130512916,1
877,2.581204178509513,0
878,1.6740437318335926,0
879,3.817018267206909,1
880,2.48110201562828,0
881,1.8555636284859163,0
882,1.1445320554540646,0
883,-5.46823405655153,1
884,-5.086546610978553,0
885,-3.8930408556739393,0
886,-0.7452094349873595,0
887,1.3712701995019148,0
888,1.1092873272943418,0
889,0.9195068754254423,0
890,3.325452357224717,1
891,3.0269634912968724,0
892,1.8087414830904276,0
893,0.13744944598868392,0
894,1.5607905522075447,0
895,0.6291411596093325,0
896,-0.7646748397928962,0
897,-1.8286075512280466,0
898,-2.181884269319587,0
899,-2.516048182029598,0
900,-2.4129720071343397,0
901,-1.4024898715828633,0
902,-1.119517238238401,0
903,0.29177272615721184,0
904,-2.0858668434647605,1
905,-0.8057396007277634,0
906,-1.1772597350138674,0
907,-1.0699583196465812,0
908,1.0000441065615369,0
909,0.27482232099878506,0
910,1.0402706950128935,0
911,-0.5410016646086852,0
912,1.2544150967257155,0
913,-0.42801698200056315,0
914,-0.37144649018342424,0
915,-1.616423609597092,0
916,-11.599807850156338,1
917,-8.89106348657428,0
918,-3.1510102274492837,1
919,-6.755013833652162,1
920,-5.047383882876879,0
921,-3.951150961464108,0
922,-1.5556479762163715,0
923,-0.9685848235316731,0
924,1.0749148080938336,0
925,1.7797883964384336,0
926,1.9861497457527182,0
927,-0.13579935115610908,0
928,0.3522153927514672,0
929,0.46157129682968123,0
930,0.4300989199603302,0
931,0.4137831376129413,0
932,0.3779606204887725,0
933,0.1561128039250413,0
934,11.168465738206018,1
935,9.898766409222294,1
936,4.86509767475706,1
937,3.39536630000674,0
938,3.0946598472222426,0
939,2.280308158431395,0
940,0.5822599415373639,0
941,-0.5694524560942305,0
942,-0.5897123171545906,0
943,0.017448305971751565,0
944,1.0347793031276995,0
945,1.5390302119908856,0
946,1.4879914523180757,0
947,1.1807389558671175,0
948,0.7472465188758509,0
949,-0.6913893568193222,0
950,-2.167474228644704,0
951,-2.1641109630879356,0
952,-1.3919258428649723,0
953,-7.448541113578603,1
954,-3.156121951964674,1
955,0.36231648958712226,1
956,0.46443838656920133,0
957,3.43806899987844,1
958,0.8631672976651301,0
959,1.6697465030090037,0
960,1.000052506851829,0
961,-6.196054884304291,1
962,0.891066738717492,1
963,-4.553994910009628,1
964,-1.6312769681192154,0
965,-0.46783296860167844,0
966,-2.094344456224779,0
967,-0.6941155247329867,0
968,0.1896948746778076,0
969,0.7749736321984071,0
970,-0.7785013002848138,0
971,-0.1402378786157425,0
972,-1.6337447754433934,0
973,-1.8974504586298813,0
974,-3.617038505941929,1
975,-0.8866893246111947,0
976,-2.1980182139304607,0
977,-0.4822447445171738,0
978,-3.200047771948021,1
979,-4.359452531084268,1
980,-0.5983539082479634,1
981,-0.06006527430868153,0
982,-0.3438196822028967,0
983,0.9893226310645914,0
984,2.270954200117291,0
985,1.1152239568945352,0
986,-0.272572410399341,0
987,-0.46958158851833,0
988,0.9743418264568083,0
989,1.8088016876649358,0
990,-0.1199407599789295,0
991,-1.202719358694798,0
992,-1.6087579755675168,0
993,-2.4676626466066676,0
994,2.0723791990560683,1
995,1.7137867730654468,0
996,1.3064352191021857,0
997,-1.2952541850083923,1
998,-2.4747339910478163,0
999,-5.737256560343424,1
1000,-4.930071213005461,0
1001,-5.419670229986716,0
1002,-4.111324924857644,0
1003,-1.9736303634203636,0
1004,-0.948366453736925,0
1005,-0.31074144290365663,0
1006,1.8059846271920545,1
1007,3.4133391220868763,1
1008,-0.23387327535648295,1
1009,-0.054665976061986005,0
1010,0.7054851228477783,0
1011,-0.6226147607946908,0
1012,-3.25366530648373,1
1013,-2.990957844878209,0
1014,-6.488848231024253,1
1015,-4.303046226561819,0
1016,-3.954269229332285,0
1017,-2.67368916535112,0
1018,-1.1407123199198352,0
1019,0.33540910780014344,0
1020,0.4806862863964394,0
1021,-1.0734577005700243,0
1022,0.5947689761677489,0
1023,0.98046218279827,0
1024,0.5978183787302023,0
1025,1.1094221857468007,0
1026,1.3854678471588566,0
1027,2.0775578935642693,0
1028,1.7610011751074561,0
1029,1.0443122665814148,0
1030,-2.4948653255002537,1
1031,-1.919611303477076,0
1032,-2.212227087598965,0
1033,-3.7540254982500088,1
1034,3.248245752852041,1
1035,1.5538703480686307,0
1036,2.0010617045408847,0
1037,2.687858542545615,0
1038,1.932512469501138,0
1039,-0.5970757822462887,0
1040,-0.4246252438208342,0
1041,0.9700501628245143,0
1042,-0.13025914742650546,0
1043,1.2309145003390456,0
1044,2.7584992497221856,0
1045,0.8149505107713986,0
1046,1.786883808231554,0
1047,2.375114907715867,0
1048,2.3456291050839564,0
1049,0.61189962550834,0
1050,-2.6274079031103104,1
1051,-2.052564866717649,0
1052,-1.3534528647474753,0
1053,0.6034799614132406,0
1054,0.5008458649322179,0
1055,-0.729483035580925,0
1056,-0.4277989254638316,0
1057,-0.6696495906732539,0
1058,-2.5774359630372343,1
1059,-0.5370754948395937,0
